timestamp,bucket_values
2022-01-05T06:25:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.004, 0.006, 0.019, 0.061, 0.144, 0.192, 0.19, 0.154, 0.097, 0.056, 0.032, 0.019, 0.01, 0.005, 0.002, 0.002, 0.0, 0.0, 0.0, 0.0]"
2022-01-06T06:14:30,"[0.0, 0.0, 0.001, 0.001, 0.001, 0.0, 0.0, 0.001, 0.002, 0.003, 0.006, 0.019, 0.057, 0.122, 0.186, 0.184, 0.14, 0.092, 0.059, 0.044, 0.031, 0.019, 0.012, 0.007, 0.004, 0.004, 0.003, 0.002, 0.001]"
2022-01-07T06:15:00,"[0.0, 0.0, 0.0, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.003, 0.005, 0.016, 0.08, 0.177, 0.218, 0.199, 0.137, 0.072, 0.037, 0.022, 0.012, 0.007, 0.004, 0.002, 0.001, 0.001, 0.0, 0.0, 0.0]"
2022-01-08T07:39:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.002, 0.008, 0.017, 0.065, 0.208, 0.253, 0.191, 0.093, 0.048, 0.032, 0.024, 0.014, 0.013, 0.008, 0.007, 0.004, 0.003, 0.002, 0.001, 0.001, 0.002]"
2022-01-10T06:25:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.004, 0.002, 0.004, 0.013, 0.031, 0.057, 0.094, 0.119, 0.117, 0.115, 0.101, 0.082, 0.06, 0.047, 0.037, 0.035, 0.028, 0.029, 0.015, 0.008]"
2022-01-12T06:16:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.003, 0.003, 0.008, 0.04, 0.096, 0.178, 0.184, 0.143, 0.139, 0.101, 0.045, 0.02, 0.011, 0.009, 0.006, 0.003, 0.003, 0.003, 0.001, 0.0]"
2022-01-13T06:20:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.001, 0.002, 0.008, 0.026, 0.112, 0.169, 0.191, 0.142, 0.084, 0.073, 0.054, 0.043, 0.032, 0.02, 0.012, 0.009, 0.008, 0.004, 0.005, 0.003, 0.001]"
2022-01-14T06:44:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.004, 0.008, 0.019, 0.053, 0.108, 0.138, 0.16, 0.143, 0.115, 0.087, 0.058, 0.037, 0.026, 0.015, 0.01, 0.008, 0.006, 0.002, 0.0]"
2022-01-15T07:16:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.005, 0.011, 0.035, 0.073, 0.126, 0.18, 0.171, 0.117, 0.088, 0.071, 0.048, 0.027, 0.016, 0.01, 0.007, 0.005, 0.003, 0.002, 0.001]"
2022-01-16T07:14:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.003, 0.004, 0.009, 0.024, 0.05, 0.099, 0.157, 0.157, 0.147, 0.131, 0.1, 0.058, 0.032, 0.015, 0.006, 0.003, 0.001, 0.0, 0.0, 0.0]"
2022-01-17T07:39:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.002, 0.007, 0.024, 0.128, 0.248, 0.252, 0.174, 0.108, 0.037, 0.012, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001]"
2022-01-18T09:48:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.001, 0.002, 0.003, 0.007, 0.015, 0.031, 0.087, 0.142, 0.157, 0.168, 0.131, 0.096, 0.064, 0.038, 0.027, 0.014, 0.007, 0.005, 0.001, 0.001]"
2022-01-19T07:08:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.0, 0.001, 0.001, 0.002, 0.003, 0.007, 0.032, 0.077, 0.11, 0.145, 0.123, 0.1, 0.085, 0.071, 0.058, 0.044, 0.037, 0.027, 0.022, 0.021, 0.018, 0.012, 0.003]"
2022-01-20T04:55:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.003, 0.007, 0.022, 0.064, 0.116, 0.167, 0.155, 0.146, 0.121, 0.079, 0.051, 0.028, 0.018, 0.008, 0.004, 0.004, 0.002, 0.0, 0.0]"
2022-01-21T07:20:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.003, 0.006, 0.017, 0.043, 0.096, 0.144, 0.149, 0.144, 0.128, 0.096, 0.066, 0.038, 0.024, 0.014, 0.011, 0.007, 0.004, 0.001, 0.001]"
2022-01-22T07:20:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.003, 0.01, 0.018, 0.096, 0.187, 0.202, 0.131, 0.095, 0.067, 0.057, 0.044, 0.035, 0.023, 0.013, 0.006, 0.004, 0.004, 0.002, 0.001, 0.0]"
2022-01-23T07:51:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.007, 0.03, 0.099, 0.165, 0.205, 0.172, 0.124, 0.089, 0.055, 0.029, 0.012, 0.005, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-01-23T09:19:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.007, 0.03, 0.099, 0.165, 0.205, 0.172, 0.124, 0.089, 0.055, 0.029, 0.012, 0.005, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-01-24T06:30:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.003, 0.005, 0.019, 0.064, 0.135, 0.153, 0.147, 0.152, 0.111, 0.073, 0.049, 0.029, 0.021, 0.012, 0.008, 0.006, 0.004, 0.001, 0.0]"
2022-01-25T06:35:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.002, 0.005, 0.02, 0.062, 0.103, 0.149, 0.15, 0.133, 0.112, 0.086, 0.067, 0.044, 0.027, 0.013, 0.008, 0.004, 0.005, 0.002, 0.001]"
2022-01-26T06:56:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.006, 0.008, 0.019, 0.042, 0.076, 0.135, 0.158, 0.143, 0.124, 0.088, 0.069, 0.051, 0.031, 0.02, 0.012, 0.005, 0.005, 0.002, 0.0]"
2022-01-27T06:53:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.001, 0.002, 0.004, 0.006, 0.01, 0.023, 0.037, 0.064, 0.103, 0.119, 0.1, 0.105, 0.119, 0.103, 0.073, 0.048, 0.029, 0.02, 0.016, 0.011, 0.005]"
2022-01-28T07:21:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.003, 0.005, 0.012, 0.055, 0.113, 0.174, 0.193, 0.154, 0.111, 0.08, 0.049, 0.026, 0.012, 0.004, 0.002, 0.001, 0.001, 0.0, 0.0]"
2022-01-29T07:42:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.008, 0.093, 0.187, 0.16, 0.152, 0.144, 0.098, 0.071, 0.049, 0.025, 0.008, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-01-30T07:53:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.001, 0.004, 0.012, 0.032, 0.054, 0.089, 0.133, 0.111, 0.104, 0.098, 0.084, 0.061, 0.045, 0.041, 0.03, 0.027, 0.029, 0.028, 0.015]"
2022-01-31T06:56:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.001, 0.002, 0.003, 0.007, 0.017, 0.031, 0.05, 0.084, 0.1, 0.093, 0.116, 0.114, 0.094, 0.073, 0.059, 0.052, 0.042, 0.033, 0.018, 0.007, 0.002]"
