recorded_time,temperature,sensor_type
2022-02-19T00:00,-5.360158646531396,UNKNOWN
2022-02-19T00:01,-5.460158646531394,UNKNOWN
2022-02-19T00:02,-5.560158646531395,UNKNOWN
2022-02-19T00:03,-5.760158646531394,UNKNOWN
2022-02-19T00:04,-6.360158646531396,UNKNOWN
2022-02-19T00:05,-7.060158646531395,UNKNOWN
2022-02-19T00:06,-7.760158646531394,UNKNOWN
2022-02-19T00:15,-7.660158646531393,UNKNOWN
2022-02-19T00:16,-7.460158646531394,UNKNOWN
2022-02-19T00:17,-7.360158646531396,UNKNOWN
2022-02-19T00:18,-7.160158646531393,UNKNOWN
2022-02-19T00:19,-7.060158646531395,UNKNOWN
2022-02-19T00:20,-6.960158646531394,UNKNOWN
2022-02-19T00:21,-6.860158646531396,UNKNOWN
2022-02-19T00:22,-6.660158646531393,UNKNOWN
2022-02-19T00:23,-6.160158646531393,UNKNOWN
2022-02-19T00:24,-5.660158646531393,UNKNOWN
2022-02-19T00:25,-5.260158646531394,UNKNOWN
2022-02-19T00:26,-4.960158646531394,UNKNOWN
2022-02-19T00:27,-4.760158646531394,UNKNOWN
2022-02-19T00:28,-4.960158646531394,UNKNOWN
2022-02-19T00:29,-5.060158646531395,UNKNOWN
2022-02-19T00:30,-5.060158646531395,UNKNOWN
2022-02-19T00:31,-5.260158646531394,UNKNOWN
2022-02-19T00:32,-5.460158646531394,UNKNOWN
2022-02-19T00:33,-5.660158646531393,UNKNOWN
2022-02-19T00:34,-5.760158646531394,UNKNOWN
2022-02-19T00:35,-5.860158646531396,UNKNOWN
2022-02-19T00:36,-5.860158646531396,UNKNOWN
2022-02-19T00:37,-5.860158646531396,UNKNOWN
2022-02-19T00:38,-6.060158646531395,UNKNOWN
2022-02-19T00:39,-6.060158646531395,UNKNOWN
2022-02-19T00:40,-6.160158646531393,UNKNOWN
2022-02-19T00:41,-7.160158646531393,UNKNOWN
2022-02-19T00:51,-7.360158646531396,UNKNOWN
2022-02-19T00:52,-6.660158646531393,UNKNOWN
2022-02-19T00:53,-6.260158646531394,UNKNOWN
2022-02-19T00:54,-5.960158646531394,UNKNOWN
2022-02-19T00:55,-5.660158646531393,UNKNOWN
2022-02-19T00:56,-5.360158646531396,UNKNOWN
2022-02-19T00:57,-4.960158646531394,UNKNOWN
2022-02-19T00:58,-4.660158646531393,UNKNOWN
2022-02-19T00:59,-4.460158646531394,UNKNOWN
2022-02-19T01:00,-4.360158646531396,UNKNOWN
2022-02-19T01:01,-4.260158646531394,UNKNOWN
2022-02-19T01:02,-4.160158646531393,UNKNOWN
2022-02-19T01:03,-3.9601586465313936,UNKNOWN
2022-02-19T01:04,-3.8601586465313957,UNKNOWN
2022-02-19T01:05,-3.7601586465313943,UNKNOWN
2022-02-19T01:06,-3.660158646531393,UNKNOWN
2022-02-19T01:07,-3.660158646531393,UNKNOWN
2022-02-19T01:08,-3.660158646531393,UNKNOWN
2022-02-19T01:09,-3.560158646531395,UNKNOWN
2022-02-19T01:10,-3.4601586465313936,UNKNOWN
2022-02-19T01:11,-3.4601586465313936,UNKNOWN
2022-02-19T01:12,-3.3601586465313957,UNKNOWN
2022-02-19T01:13,-3.3601586465313957,UNKNOWN
2022-02-19T01:14,-3.2601586465313943,UNKNOWN
2022-02-19T01:15,-3.2601586465313943,UNKNOWN
2022-02-19T01:16,-3.160158646531393,UNKNOWN
2022-02-19T01:17,-3.060158646531395,UNKNOWN
2022-02-19T01:18,-3.060158646531395,UNKNOWN
2022-02-19T01:19,-2.9601586465313936,UNKNOWN
2022-02-19T01:20,-2.9601586465313936,UNKNOWN
2022-02-19T01:21,-2.9601586465313936,UNKNOWN
2022-02-19T01:22,-2.8601586465313957,UNKNOWN
2022-02-19T01:23,-2.8601586465313957,UNKNOWN
2022-02-19T01:24,-2.8601586465313957,UNKNOWN
2022-02-19T01:25,-2.8601586465313957,UNKNOWN
2022-02-19T01:26,-2.7601586465313943,UNKNOWN
2022-02-19T01:27,-2.7601586465313943,UNKNOWN
2022-02-19T01:28,-2.7601586465313943,UNKNOWN
2022-02-19T01:29,-2.7601586465313943,UNKNOWN
2022-02-19T01:30,-2.7601586465313943,UNKNOWN
2022-02-19T01:31,-2.7601586465313943,UNKNOWN
2022-02-19T01:32,-2.660158646531393,UNKNOWN
2022-02-19T01:33,-2.660158646531393,UNKNOWN
2022-02-19T01:34,-2.660158646531393,UNKNOWN
2022-02-19T01:35,-2.660158646531393,UNKNOWN
2022-02-19T01:36,-2.660158646531393,UNKNOWN
2022-02-19T01:37,-2.660158646531393,UNKNOWN
2022-02-19T01:38,-2.660158646531393,UNKNOWN
2022-02-19T01:39,-2.660158646531393,UNKNOWN
2022-02-19T01:40,-2.660158646531393,UNKNOWN
2022-02-19T01:49,-3.2601586465313943,UNKNOWN
2022-02-19T01:50,-3.3601586465313957,UNKNOWN
2022-02-19T01:51,-3.3601586465313957,UNKNOWN
2022-02-19T01:52,-3.3601586465313957,UNKNOWN
2022-02-19T01:53,-3.4601586465313936,UNKNOWN
2022-02-19T01:54,-3.4601586465313936,UNKNOWN
2022-02-19T01:55,-3.3601586465313957,UNKNOWN
2022-02-19T01:56,-3.3601586465313957,UNKNOWN
2022-02-19T01:57,-3.560158646531395,UNKNOWN
2022-02-19T01:58,-3.4601586465313936,UNKNOWN
2022-02-19T01:59,-3.4601586465313936,UNKNOWN
2022-02-19T02:00,-3.560158646531395,UNKNOWN
2022-02-19T02:01,-3.4601586465313936,UNKNOWN
2022-02-19T02:02,-3.4601586465313936,UNKNOWN
2022-02-19T02:03,-3.3601586465313957,UNKNOWN
2022-02-19T02:04,-3.3601586465313957,UNKNOWN
2022-02-19T02:05,-3.3601586465313957,UNKNOWN
2022-02-19T02:06,-3.4601586465313936,UNKNOWN
2022-02-19T02:07,-3.660158646531393,UNKNOWN
2022-02-19T02:08,-3.660158646531393,UNKNOWN
2022-02-19T02:09,-3.7601586465313943,UNKNOWN
2022-02-19T02:10,-3.7601586465313943,UNKNOWN
2022-02-19T02:11,-3.8601586465313957,UNKNOWN
2022-02-19T02:12,-3.8601586465313957,UNKNOWN
2022-02-19T02:13,-3.8601586465313957,UNKNOWN
2022-02-19T02:14,-3.8601586465313957,UNKNOWN
2022-02-19T02:15,-3.8601586465313957,UNKNOWN
2022-02-19T02:16,-3.8601586465313957,UNKNOWN
2022-02-19T02:17,-3.8601586465313957,UNKNOWN
2022-02-19T02:18,-3.8601586465313957,UNKNOWN
2022-02-19T02:19,-3.8601586465313957,UNKNOWN
2022-02-19T02:20,-3.7601586465313943,UNKNOWN
2022-02-19T02:21,-3.7601586465313943,UNKNOWN
2022-02-19T02:22,-3.7601586465313943,UNKNOWN
2022-02-19T02:23,-3.7601586465313943,UNKNOWN
2022-02-19T02:24,-3.7601586465313943,UNKNOWN
2022-02-19T02:25,-3.7601586465313943,UNKNOWN
2022-02-19T02:26,-3.7601586465313943,UNKNOWN
2022-02-19T02:27,-3.7601586465313943,UNKNOWN
