timestamp,bucket_values
2022-02-17T07:14:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.004, 0.01, 0.03, 0.095, 0.155, 0.181, 0.161, 0.114, 0.076, 0.058, 0.041, 0.026, 0.019, 0.01, 0.006, 0.006, 0.002, 0.001]"
2022-02-18T05:50:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.003, 0.007, 0.021, 0.078, 0.192, 0.179, 0.179, 0.134, 0.078, 0.042, 0.032, 0.019, 0.012, 0.007, 0.004, 0.002, 0.001, 0.002, 0.001, 0.003]"
2022-02-19T07:34:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.001, 0.002, 0.003, 0.006, 0.02, 0.068, 0.123, 0.148, 0.136, 0.112, 0.102, 0.079, 0.062, 0.042, 0.034, 0.021, 0.019, 0.014, 0.005, 0.002]"
2022-02-20T03:56:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.006, 0.011, 0.031, 0.164, 0.319, 0.255, 0.109, 0.054, 0.025, 0.013, 0.007, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002]"
2022-02-21T05:48:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.005, 0.011, 0.046, 0.145, 0.19, 0.193, 0.161, 0.097, 0.056, 0.032, 0.019, 0.013, 0.008, 0.004, 0.004, 0.004, 0.003, 0.003, 0.001]"
2022-02-22T06:44:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.001, 0.002, 0.005, 0.011, 0.019, 0.037, 0.081, 0.1, 0.104, 0.11, 0.124, 0.119, 0.092, 0.07, 0.046, 0.034, 0.022, 0.014, 0.006]"
2022-02-23T06:27:00,"[0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.003, 0.005, 0.012, 0.043, 0.124, 0.173, 0.181, 0.171, 0.11, 0.064, 0.045, 0.026, 0.015, 0.007, 0.006, 0.004, 0.003, 0.001, 0.001]"
2022-02-24T06:18:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001, 0.003, 0.003, 0.005, 0.01, 0.024, 0.056, 0.113, 0.147, 0.152, 0.133, 0.116, 0.096, 0.064, 0.038, 0.017, 0.009, 0.006, 0.004, 0.002, 0.0]"
2022-02-25T06:16:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.004, 0.009, 0.021, 0.09, 0.215, 0.241, 0.207, 0.109, 0.054, 0.026, 0.012, 0.006, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-02-26T07:59:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.005, 0.01, 0.035, 0.086, 0.156, 0.182, 0.172, 0.135, 0.099, 0.061, 0.033, 0.013, 0.005, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-02-27T09:50:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.004, 0.011, 0.085, 0.261, 0.273, 0.165, 0.113, 0.064, 0.016, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-02-28T06:55:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.002, 0.004, 0.011, 0.056, 0.179, 0.246, 0.206, 0.121, 0.061, 0.038, 0.024, 0.016, 0.009, 0.007, 0.004, 0.002, 0.001, 0.001, 0.001, 0.002, 0.009]"
