timestamp,bucket_values
2022-02-01T06:57:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.003, 0.004, 0.006, 0.016, 0.04, 0.088, 0.139, 0.144, 0.138, 0.117, 0.088, 0.069, 0.05, 0.034, 0.023, 0.014, 0.009, 0.009, 0.005, 0.002]"
2022-02-02T06:43:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.004, 0.014, 0.059, 0.165, 0.229, 0.213, 0.151, 0.076, 0.037, 0.02, 0.01, 0.007, 0.004, 0.002, 0.001, 0.001, 0.001, 0.0, 0.001, 0.001]"
2022-02-03T05:52:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.003, 0.006, 0.016, 0.059, 0.127, 0.18, 0.188, 0.16, 0.118, 0.071, 0.034, 0.018, 0.007, 0.005, 0.002, 0.001, 0.001, 0.0, 0.0, 0.0]"
2022-02-04T05:53:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.007, 0.012, 0.058, 0.145, 0.227, 0.198, 0.164, 0.108, 0.047, 0.016, 0.008, 0.003, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-02-05T03:19:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.007, 0.019, 0.087, 0.155, 0.194, 0.176, 0.145, 0.1, 0.057, 0.033, 0.014, 0.006, 0.001, 0.001, 0.001, 0.0, 0.0, 0.0]"
2022-02-06T07:14:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.005, 0.01, 0.023, 0.06, 0.113, 0.163, 0.175, 0.159, 0.11, 0.077, 0.047, 0.029, 0.013, 0.007, 0.003, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0]"
2022-02-07T07:00:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.004, 0.011, 0.042, 0.124, 0.185, 0.191, 0.158, 0.109, 0.058, 0.035, 0.028, 0.017, 0.013, 0.006, 0.003, 0.004, 0.004, 0.003, 0.002]"
2022-02-08T05:48:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.004, 0.013, 0.043, 0.083, 0.12, 0.141, 0.134, 0.117, 0.095, 0.074, 0.053, 0.036, 0.027, 0.02, 0.015, 0.01, 0.007, 0.002, 0.001]"
2022-02-09T05:33:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.004, 0.005, 0.016, 0.034, 0.071, 0.117, 0.133, 0.123, 0.119, 0.111, 0.088, 0.061, 0.044, 0.026, 0.019, 0.012, 0.008, 0.003, 0.002]"
2022-02-10T05:42:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.001, 0.003, 0.004, 0.01, 0.02, 0.044, 0.088, 0.139, 0.149, 0.161, 0.154, 0.098, 0.046, 0.029, 0.017, 0.013, 0.009, 0.006, 0.004, 0.001]"
2022-02-11T06:50:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.006, 0.01, 0.047, 0.122, 0.202, 0.198, 0.169, 0.109, 0.056, 0.03, 0.021, 0.012, 0.006, 0.003, 0.001, 0.001, 0.0, 0.0, 0.0]"
2022-02-12T05:58:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.002, 0.002, 0.004, 0.004, 0.008, 0.023, 0.061, 0.133, 0.157, 0.157, 0.142, 0.118, 0.08, 0.047, 0.029, 0.013, 0.008, 0.005, 0.004, 0.001, 0.001]"
2022-02-13T08:13:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.001, 0.003, 0.022, 0.082, 0.168, 0.165, 0.174, 0.169, 0.088, 0.048, 0.024, 0.018, 0.011, 0.005, 0.005, 0.002, 0.004, 0.002, 0.001, 0.003]"
2022-02-14T05:55:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.002, 0.004, 0.014, 0.075, 0.147, 0.17, 0.128, 0.103, 0.081, 0.055, 0.045, 0.039, 0.03, 0.025, 0.018, 0.015, 0.011, 0.011, 0.012, 0.01, 0.006]"
2022-02-15T07:09:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.0, 0.001, 0.001, 0.002, 0.003, 0.004, 0.009, 0.02, 0.051, 0.116, 0.145, 0.138, 0.13, 0.117, 0.09, 0.059, 0.037, 0.025, 0.017, 0.015, 0.012, 0.004, 0.001]"
2022-02-16T06:11:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.001, 0.003, 0.004, 0.006, 0.02, 0.055, 0.12, 0.175, 0.148, 0.139, 0.129, 0.08, 0.049, 0.025, 0.014, 0.007, 0.007, 0.005, 0.004, 0.004, 0.004]"
