timestamp,rmssd,coverage,low_frequency,high_frequency
2022-04-25T00:00:00,63.721,0.978,359.664,914.806
2022-04-25T00:05:00,63.691,0.952,325.455,882.518
2022-04-25T00:10:00,64.853,1.002,196.63,1107.081
2022-04-25T00:15:00,64.974,0.98,781.057,1094.908
2022-04-25T00:20:00,62.372,1.003,129.566,1004.306
2022-04-25T00:25:00,61.254,1.005,130.555,941.399
2022-04-25T00:30:00,57.463,0.984,276.387,730.014
2022-04-25T00:35:00,61.316,1.002,162.88,910.124
2022-04-25T00:40:00,69.171,0.997,265.409,1118.055
2022-04-25T00:45:00,72.788,0.973,194.793,1147.312
2022-04-25T00:50:00,78.988,0.875,885.99,603.469
2022-04-25T00:55:00,88.238,0.918,1598.485,1561.681
2022-04-25T01:00:00,92.69,0.899,1030.819,1480.692
2022-04-25T01:05:00,85.741,0.906,2190.122,985.488
2022-04-25T01:10:00,70.954,0.953,700.861,974.098
2022-04-25T01:15:00,74.815,0.867,783.083,1019.096
2022-04-25T01:20:00,84.651,0.826,1374.645,1469.553
2022-04-25T01:25:00,76.766,0.815,822.865,977.27
2022-04-25T01:30:00,81.63,0.836,1383.562,1216.996
2022-04-25T01:35:00,77.442,0.848,1016.104,573.06
2022-04-25T01:40:00,74.139,0.837,607.91,591.367
2022-04-25T01:45:00,74.907,0.859,1120.127,762.232
2022-04-25T01:50:00,65.516,0.851,4142.136,511.474
2022-04-25T01:55:00,75.34,0.78,3006.628,652.793
2022-04-25T02:00:00,68.638,0.754,791.24,513.598
2022-04-25T02:05:00,76.105,0.803,1804.11,790.667
2022-04-25T02:10:00,76.744,0.77,1235.171,594.17
2022-04-25T02:15:00,379.177,0.743,16106.407,12011.139
2022-04-25T02:50:00,114.841,0.757,4815.635,1949.721
2022-04-25T02:55:00,70.898,0.749,1637.828,460.169
2022-04-25T04:20:00,81.91,0.703,1829.825,623.971
2022-04-25T04:30:00,71.958,0.795,916.942,691.018
2022-04-25T04:35:00,77.549,0.71,4798.447,1320.808
2022-04-25T04:40:00,77.086,0.838,773.396,762.159
2022-04-25T05:30:00,118.267,0.72,3224.387,1206.279
2022-04-25T05:35:00,111.823,0.794,11508.949,1598.867
2022-04-25T06:40:00,773.876,0.761,13785.905,43644.479
2022-04-25T06:55:00,792.283,0.727,37865.251,37965.38
2022-04-25T22:30:00,88.74,0.982,573.681,1744.294
2022-04-25T22:35:00,96.704,0.939,689.574,2171.483
2022-04-25T22:40:00,101.678,0.775,2846.027,1507.748
2022-04-25T23:45:00,73.807,0.771,1303.857,858.416
