type,sleep_start,sleep_end,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
IDT,2022-05-01T23:30,2022-05-02T07:00:30,450,30.247777777777777,-202.53257127914367,875.1570942865219,1.2868554329669464,1.9888491299997397
IDT,2022-05-02T21:28:30,2022-05-03T05:35,486,30.875720164609053,69.63244353182927,289.97019998403266,1.2634472371142622,1.9578602864069765
IDT,2022-05-03T22:04:30,2022-05-04T06:10:30,486,30.631893004115227,-15.242797494780461,414.05373019643594,1.2560286329012844,1.9464942935602791
IDT,2022-05-04T21:53,2022-05-05T04:40,407,32.05921375921376,568.1544885177464,1231.0821690979647,1.2433570653023944,1.980338309818662
IDT,2022-05-05T23:27:30,2022-05-06T06:18:30,411,31.163503649635036,177.16570841889188,284.1016258869786,1.2282094445867695,1.9088371336282999
IDT,2022-05-07T00:58,2022-05-07T08:09,431,30.28051044083527,-164.96367432150328,279.9155309643829,1.166659016096726,1.8980777701373939
IDT,2022-05-07T22:54:30,2022-05-08T07:52,537,29.18975791433892,-791.2688935281822,1423.067489507026,1.211239922662521,1.8589816205813534
IDT,2022-05-08T22:14,2022-05-09T06:30:30,497,30.74386317907445,22.86847127614601,170.6160301377531,1.1897040189125994,1.8271388968522295
IDT,2022-05-09T21:32:30,2022-05-10T06:05,512,30.846484375,58.388911704312704,275.85239259770606,1.1686395924282036,1.7985436348997077
IDT,2022-05-10T21:24:30,2022-05-11T05:17,472,30.421398305084747,-146.81334702258755,262.0194679321721,1.1230914605098983,1.671537280834534
IDT,2022-05-12T23:31:30,2022-05-13T07:34,482,29.39356846473029,-631.415911334394,1401.51954997133,1.1608758523967566,1.5669459916068311
IDT,2022-05-14T01:16,2022-05-14T09:50,514,30.692217898832684,-13.2728370221339,303.8716112889815,1.1595951633861015,1.5180441747958442
IDT,2022-05-14T23:22,2022-05-15T07:27:30,486,31.558847736625513,408.63229806856725,550.7979321498424,1.1635651077521552,1.4886605556829748
IDT,2022-05-15T23:14,2022-05-16T06:41:30,448,32.03705357142857,556.3621478873247,1729.1598205397604,1.1741721877620337,1.4956905249443317
IDT,2022-05-16T21:40:30,2022-05-17T06:11:30,501,31.13433133732535,136.8877628279315,378.8112167905783,1.1687514279463136,1.4826665268407755
IDT,2022-05-17T21:40:30,2022-05-18T05:12:30,444,32.05157657657657,464.6685665705627,761.9681683756644,1.1449619131195203,1.4127050055965056
IDT,2022-05-18T23:09,2022-05-19T06:44:30,447,31.272930648769577,119.75348931766166,315.1250071673421,1.045222522108534,1.3496651830911437
IDT,2022-05-19T21:20:30,2022-05-20T05:54:30,512,31.67890625,345.0268155047943,963.7790301122004,1.03684993767093,1.3631716250121435
IDT,2022-05-21T02:45:30,2022-05-21T09:24:30,399,32.097994987468674,436.09472536408794,867.3965150134172,0.9884675700773629,1.3669111436888228
IDT,2022-05-21T23:11,2022-05-22T07:49:30,508,30.597440944881892,-207.05308149133816,321.23836329730693,0.9896034307591542,1.3382616957140905
IDT,2022-05-22T21:24:30,2022-05-23T04:39:30,434,31.12695852534562,54.518724279834714,970.3831827121321,0.9801875708476095,1.3407299286198355
IDT,2022-05-24T04:17,2022-05-24T11:21,424,31.98632075471698,362.80654911375495,596.8254530184204,0.9889198991266402,1.334463148220362
IDT,2022-05-25T00:46:30,2022-05-25T07:25:30,399,31.57293233082707,176.47267239714165,526.2193085288163,0.9924712415014786,1.3322910383365467
IDT,2022-05-26T22:29:30,2022-05-27T06:36:30,487,31.511088295687884,183.48063872255443,456.7677305667894,0.9594438149112425,1.285168315100503
IDT,2022-05-28T01:21:30,2022-05-28T08:24,421,31.036342042755344,-38.149539170506614,746.4509437979432,0.8393671137271685,1.2012965168058516
IDT,2022-05-29T00:55,2022-05-29T10:28:30,567,31.071781305114637,-31.285483870968164,578.3747469154187,0.772183572537523,1.178125083162624
