timestamp,rmssd,coverage,low_frequency,high_frequency
2022-01-11T22:40:00,104.512,0.816,1670.778,2101.877
2022-01-11T22:45:00,117.506,0.914,1192.722,2446.091
2022-01-11T22:50:00,112.477,0.975,759.516,2272.128
2022-01-11T22:55:00,120.068,0.89,900.294,2453.924
2022-01-11T23:00:00,118.325,0.986,840.558,2426.689
2022-01-11T23:05:00,117.903,0.988,379.44,2276.959
2022-01-11T23:10:00,110.858,0.881,1381.636,1582.716
2022-01-11T23:15:00,113.902,1.004,486.713,2567.761
2022-01-11T23:20:00,111.814,0.903,682.902,1911.065
2022-01-11T23:25:00,120.863,0.859,1888.62,1941.757
2022-01-11T23:30:00,131.017,0.919,1617.472,2553.493
2022-01-11T23:35:00,119.376,0.94,1333.489,2120.983
2022-01-11T23:40:00,104.032,0.796,1980.514,1658.468
2022-01-11T23:45:00,132.573,0.961,2576.821,3075.701
2022-01-11T23:50:00,165.618,0.938,3058.607,2753.24
2022-01-11T23:55:00,92.665,0.885,2913.569,1173.531
