timestamp,bucket_values
2022-04-15T07:41:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.001, 0.001, 0.003, 0.024, 0.112, 0.264, 0.273, 0.154, 0.079, 0.034, 0.014, 0.004, 0.001, 0.003, 0.002, 0.001, 0.001, 0.001, 0.001, 0.002, 0.007, 0.016]"
2022-04-16T07:13:30,"[0.0, 0.0, 0.0, 0.001, 0.001, 0.0, 0.002, 0.001, 0.003, 0.001, 0.004, 0.007, 0.029, 0.063, 0.095, 0.127, 0.126, 0.127, 0.131, 0.107, 0.076, 0.04, 0.021, 0.013, 0.008, 0.007, 0.004, 0.003, 0.001]"
2022-04-17T06:55:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.0, 0.0, 0.0, 0.004, 0.008, 0.023, 0.061, 0.098, 0.101, 0.12, 0.124, 0.086, 0.071, 0.051, 0.048, 0.044, 0.033, 0.022, 0.038, 0.031, 0.033]"
2022-04-18T06:45:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.001, 0.002, 0.003, 0.008, 0.018, 0.034, 0.065, 0.095, 0.097, 0.084, 0.09, 0.091, 0.084, 0.069, 0.057, 0.046, 0.045, 0.045, 0.036, 0.029]"
2022-04-19T06:13:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.002, 0.001, 0.002, 0.007, 0.037, 0.091, 0.156, 0.184, 0.153, 0.105, 0.065, 0.053, 0.036, 0.032, 0.024, 0.015, 0.01, 0.006, 0.006, 0.006, 0.006]"
2022-04-20T06:12:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.001, 0.001, 0.003, 0.004, 0.015, 0.042, 0.103, 0.144, 0.137, 0.122, 0.109, 0.088, 0.065, 0.046, 0.035, 0.025, 0.017, 0.013, 0.015, 0.009, 0.004]"
2022-04-21T05:47:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.004, 0.017, 0.052, 0.106, 0.154, 0.155, 0.129, 0.12, 0.084, 0.056, 0.035, 0.025, 0.018, 0.012, 0.01, 0.008, 0.005, 0.005]"
2022-04-22T06:40:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.002, 0.007, 0.029, 0.078, 0.171, 0.205, 0.179, 0.153, 0.092, 0.043, 0.017, 0.01, 0.004, 0.001, 0.001, 0.001, 0.0, 0.0, 0.0]"
2022-04-23T07:41:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.001, 0.001, 0.006, 0.02, 0.059, 0.096, 0.143, 0.144, 0.127, 0.116, 0.101, 0.07, 0.043, 0.027, 0.017, 0.012, 0.008, 0.006, 0.002, 0.0]"
2022-04-24T06:59:00,"[0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.001, 0.0, 0.002, 0.003, 0.003, 0.002, 0.008, 0.014, 0.043, 0.081, 0.11, 0.105, 0.105, 0.109, 0.097, 0.079, 0.059, 0.048, 0.039, 0.035, 0.029, 0.016, 0.007]"
2022-04-25T07:22:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.007, 0.04, 0.199, 0.262, 0.263, 0.127, 0.052, 0.024, 0.011, 0.004, 0.002, 0.002, 0.001, 0.001, 0.0, 0.001, 0.0, 0.0, 0.002]"
2022-04-26T06:13:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.016, 0.083, 0.201, 0.203, 0.211, 0.148, 0.062, 0.028, 0.017, 0.009, 0.009, 0.002, 0.005, 0.001, 0.0, 0.002, 0.0, 0.0]"
2022-04-27T05:44:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.001, 0.004, 0.009, 0.028, 0.059, 0.094, 0.121, 0.126, 0.109, 0.108, 0.084, 0.068, 0.054, 0.035, 0.023, 0.018, 0.021, 0.016, 0.02]"
2022-04-28T06:10:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.006, 0.008, 0.026, 0.067, 0.106, 0.137, 0.134, 0.113, 0.087, 0.068, 0.067, 0.054, 0.037, 0.026, 0.021, 0.014, 0.013, 0.008, 0.006]"
2022-04-29T05:47:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.003, 0.004, 0.005, 0.015, 0.031, 0.07, 0.137, 0.154, 0.149, 0.123, 0.107, 0.075, 0.049, 0.029, 0.016, 0.013, 0.008, 0.006, 0.002, 0.002]"
2022-04-29T05:48:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.003, 0.004, 0.005, 0.015, 0.031, 0.07, 0.137, 0.154, 0.149, 0.123, 0.107, 0.075, 0.049, 0.029, 0.016, 0.013, 0.008, 0.006, 0.002, 0.002]"
2022-04-30T08:43:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.019, 0.186, 0.396, 0.28, 0.077, 0.02, 0.005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.001, 0.001, 0.003, 0.007]"
