timestamp,rmssd,coverage,low_frequency,high_frequency
2022-06-02T00:00:00,167.582,0.978,1877.21,5072.948
2022-06-02T00:05:00,183.413,1.002,1635.375,5663.013
2022-06-02T00:10:00,234.055,1.004,2640.619,7820.92
2022-06-02T00:15:00,250.515,0.998,5340.255,11154.929
2022-06-02T00:20:00,214.587,0.977,1933.148,7487.135
2022-06-02T00:25:00,217.575,0.994,1537.249,8375.595
2022-06-02T00:30:00,196.529,0.987,1822.423,6827.094
2022-06-02T00:35:00,164.89,1.0,1530.102,4326.893
2022-06-02T00:45:00,178.136,0.944,7012.967,5311.86
2022-06-02T00:50:00,216.366,0.963,1926.733,7242.533
2022-06-02T00:55:00,219.964,0.96,4411.014,6014.476
2022-06-02T01:00:00,233.362,0.999,6164.743,7136.002
2022-06-02T01:05:00,228.462,0.969,7209.721,5972.448
2022-06-02T01:10:00,243.964,0.983,1976.143,8566.418
2022-06-02T01:15:00,244.536,1.001,3195.349,7681.291
2022-06-02T01:20:00,230.012,0.954,3268.461,7970.944
2022-06-02T01:25:00,230.089,0.981,9791.271,6767.752
2022-06-02T01:30:00,235.124,0.982,3935.169,7768.563
2022-06-02T01:35:00,222.776,0.973,6221.89,7675.247
2022-06-02T01:40:00,190.683,0.985,7089.859,3669.301
2022-06-02T01:45:00,165.276,0.862,5975.568,2130.855
2022-06-02T01:50:00,148.754,0.904,2927.102,4277.531
2022-06-02T01:55:00,156.033,1.005,2002.406,3734.221
2022-06-02T02:00:00,159.102,0.96,3773.129,3942.316
2022-06-02T02:05:00,165.362,0.95,5610.243,4944.961
2022-06-02T02:10:00,209.271,0.912,2842.654,8719.23
2022-06-02T02:15:00,245.827,0.938,12027.771,6665.401
2022-06-02T02:20:00,268.338,0.992,1378.206,11388.493
2022-06-02T02:25:00,291.985,0.989,2452.622,14085.337
2022-06-02T02:30:00,292.068,1.002,5413.406,12078.732
2022-06-02T02:35:00,305.603,0.849,4245.245,12050.326
2022-06-02T02:40:00,289.791,0.998,3083.041,13846.215
2022-06-02T02:45:00,296.04,0.996,1120.897,13877.61
2022-06-02T02:50:00,278.525,0.994,3284.206,11071.374
2022-06-02T02:55:00,274.527,1.005,1672.704,10839.094
2022-06-02T03:00:00,268.742,0.997,2679.634,10166.437
2022-06-02T03:05:00,276.117,0.986,4919.707,9597.039
2022-06-02T03:10:00,224.916,0.952,6857.268,6169.253
2022-06-02T03:15:00,246.352,0.998,2907.187,7793.732
2022-06-02T03:20:00,267.212,0.96,4068.134,10194.255
2022-06-02T03:30:00,231.547,0.88,19475.656,5163.512
2022-06-02T03:35:00,213.226,0.823,14229.455,7141.36
2022-06-02T03:45:00,252.28,0.884,7796.317,10753.025
2022-06-02T03:50:00,249.412,0.914,9562.563,8289.699
2022-06-02T03:55:00,235.004,0.835,10245.38,6193.998
2022-06-02T04:00:00,189.247,0.875,3256.193,4506.442
2022-06-02T04:05:00,180.376,0.87,6349.519,4598.373
2022-06-02T04:10:00,140.932,0.996,9581.131,2976.084
2022-06-02T04:15:00,169.56,0.836,7247.818,2910.213
2022-06-02T04:20:00,174.893,0.972,4806.505,4694.543
