timestamp,rmssd,coverage,low_frequency,high_frequency
2022-02-23T00:00:00,99.011,0.933,1036.899,2320.677
2022-02-23T01:05:00,110.674,0.874,1244.648,1549.025
2022-02-23T01:10:00,101.681,0.852,993.17,1713.189
2022-02-23T01:20:00,161.155,0.863,7057.251,4356.572
2022-02-23T01:25:00,124.213,0.783,3815.178,1585.106
2022-02-23T01:30:00,140.556,0.939,1768.679,3811.264
2022-02-23T01:35:00,133.857,0.745,5245.173,1805.624
2022-02-23T01:40:00,153.337,0.757,5369.435,3464.444
2022-02-23T01:50:00,143.589,0.711,3015.878,1052.276
2022-02-23T01:55:00,129.563,0.874,1667.457,2302.677
2022-02-23T02:00:00,118.091,0.738,1735.64,1861.91
2022-02-23T02:05:00,131.588,0.776,4291.423,1931.551
2022-02-23T02:15:00,103.589,0.716,3787.794,924.094
2022-02-23T02:20:00,155.986,0.792,3097.089,1874.217
2022-02-23T02:25:00,124.573,0.89,1801.248,1704.932
2022-02-23T02:30:00,101.677,0.865,2336.737,1282.895
2022-02-23T02:35:00,127.91,0.891,1055.877,2583.697
2022-02-23T02:40:00,152.682,0.797,2630.353,2635.693
2022-02-23T02:45:00,164.851,0.737,5026.78,4748.01
2022-02-23T03:15:00,198.692,0.741,4919.933,3702.666
2022-02-23T03:45:00,113.86,0.74,2252.011,1656.736
2022-02-23T04:15:00,248.811,0.769,17937.422,9100.545
2022-02-23T04:20:00,197.776,0.722,32675.086,8727.219
2022-02-23T04:25:00,105.455,0.864,3748.265,1603.282
2022-02-23T04:30:00,94.815,0.787,3302.288,1123.958
2022-02-23T04:35:00,92.416,0.87,585.423,1036.249
2022-02-23T04:40:00,68.872,0.794,849.891,442.219
2022-02-23T04:50:00,199.432,0.897,8275.78,5264.423
2022-02-23T04:55:00,119.265,0.965,1167.076,1915.578
2022-02-23T05:00:00,69.993,0.866,557.507,671.057
2022-02-23T05:05:00,185.013,0.832,6939.834,6340.38
2022-02-23T05:10:00,244.093,0.872,4722.627,8977.415
2022-02-23T05:15:00,155.281,0.87,10586.888,2909.802
2022-02-23T05:20:00,141.872,0.761,4381.558,2556.578
2022-02-23T05:25:00,183.374,0.824,1576.139,7675.076
2022-02-23T05:30:00,144.243,0.713,2312.372,3132.103
2022-02-23T05:40:00,131.599,0.727,1843.129,2986.809
2022-02-23T05:45:00,138.465,0.762,2429.849,2519.702
2022-02-23T05:50:00,129.419,0.738,2226.307,2973.045
2022-02-23T05:55:00,203.715,0.918,9342.091,6573.814
2022-02-23T06:00:00,162.866,0.98,3372.884,4190.407
2022-02-23T06:05:00,194.033,0.911,4712.612,6892.426
2022-02-23T06:10:00,210.425,0.913,8086.76,7359.041
2022-02-23T06:15:00,220.022,0.907,5081.395,6541.033
2022-02-23T06:20:00,213.009,0.972,4193.603,7598.625
2022-02-23T22:15:00,139.823,0.822,2111.193,3574.858
2022-02-23T22:20:00,112.119,0.83,1749.019,1813.178
2022-02-23T22:25:00,110.44,0.878,7791.612,2528.399
2022-02-23T22:30:00,108.983,0.856,1373.6,1889.704
2022-02-23T22:55:00,207.011,0.703,3961.924,6658.178
2022-02-23T23:10:00,100.813,0.746,7936.101,684.759
2022-02-23T23:15:00,162.763,0.788,1762.869,4023.067
2022-02-23T23:20:00,133.495,0.841,3644.332,2768.345
2022-02-23T23:25:00,112.179,0.763,2711.313,1347.495
2022-02-23T23:30:00,114.463,0.821,3059.112,1954.721
2022-02-23T23:35:00,110.706,0.889,2767.034,2476.725
2022-02-23T23:40:00,88.214,0.93,1759.688,1498.633
2022-02-23T23:45:00,100.303,0.855,2976.891,1875.895
2022-02-23T23:55:00,115.985,0.82,1254.13,2507.964
