type,sleep_start,sleep_end,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
IDT,2022-06-01T21:45,2022-06-02T05:23:30,459,31.765795206971678,289.84191616766475,395.81768271827605,0.7752003286790309,1.1608091369687101
IDT,2022-06-02T21:24:30,2022-06-03T05:44:30,495,31.41131313131313,122.66569343065748,262.9143683734583,0.7705405969820945,1.1527026023680447
IDT,2022-06-04T00:03,2022-06-04T08:23,499,30.155511022044088,-488.4313373253499,1120.0388602834428,0.7708132234271018,1.1570016727973167
IDT,2022-06-04T23:21:30,2022-06-05T08:00,518,30.855019305019304,-140.86451612903147,439.4285364947282,0.7717549005732145,1.1599096730208847
IDT,2022-06-05T23:05,2022-06-06T06:37,452,32.014159292035394,397.68223552894233,1448.2613284409745,0.7767057597907547,1.1959407428382156
IDT,2022-06-06T21:49,2022-06-07T05:34,465,29.82021505376344,-611.0640718562881,1704.6592256205622,0.7192285844194214,1.2075466134959958
IDT,2022-06-07T23:07:30,2022-06-08T06:19:30,432,30.870833333333334,-113.83113772454999,453.6067775825504,0.7166542433449343,1.2221231124114984
IDT,2022-06-08T22:08,2022-06-09T05:41:30,452,29.81637168141593,-595.7177644710573,1611.430829438963,0.7634700105232206,1.2759791953651007
IDT,2022-06-09T23:38,2022-06-10T07:15:30,452,30.90464601769912,-103.81776447105767,444.06565977819264,0.7511148583489362,1.2828846650111099
IDT,2022-06-11T02:01,2022-06-11T08:55:30,415,30.16819277108434,-399.4176465042274,992.6405212987447,0.7600877608824187,1.294772393984132
IDT,2022-06-12T01:59,2022-06-12T09:24:30,446,30.93677130044843,-86.46763937562719,1034.620745872613,0.6772354436687752,1.2821527796841266
