recorded_time,temperature,sensor_type
2022-04-14T00:00,0.6703422053231947,UNKNOWN
2022-04-14T00:01,0.5703422053231932,UNKNOWN
2022-04-14T00:02,0.5703422053231932,UNKNOWN
2022-04-14T00:03,0.5703422053231932,UNKNOWN
2022-04-14T00:04,0.5703422053231932,UNKNOWN
2022-04-14T00:05,0.5703422053231932,UNKNOWN
2022-04-14T00:06,0.5703422053231932,UNKNOWN
2022-04-14T00:07,0.5703422053231932,UNKNOWN
2022-04-14T00:08,0.6703422053231947,UNKNOWN
2022-04-14T00:09,0.5703422053231932,UNKNOWN
2022-04-14T00:10,0.5703422053231932,UNKNOWN
2022-04-14T00:11,0.5703422053231932,UNKNOWN
2022-04-14T00:12,0.5703422053231932,UNKNOWN
2022-04-14T00:13,0.6703422053231947,UNKNOWN
2022-04-14T00:14,0.4703422053231989,UNKNOWN
2022-04-14T00:15,0.2703422053231961,UNKNOWN
2022-04-14T00:16,0.07034220532319324,UNKNOWN
2022-04-14T00:17,-0.22965779467680392,UNKNOWN
2022-04-14T00:18,-0.4296577946768032,UNKNOWN
2022-04-14T00:19,-0.6296577946768025,UNKNOWN
2022-04-14T00:20,-0.6296577946768025,UNKNOWN
2022-04-14T00:21,-0.5296577946768046,UNKNOWN
2022-04-14T00:22,-0.4296577946768032,UNKNOWN
2022-04-14T00:23,-0.4296577946768032,UNKNOWN
2022-04-14T00:24,-0.5296577946768046,UNKNOWN
2022-04-14T00:25,-0.5296577946768046,UNKNOWN
2022-04-14T00:26,-0.5296577946768046,UNKNOWN
2022-04-14T00:27,-0.4296577946768032,UNKNOWN
2022-04-14T00:28,-0.4296577946768032,UNKNOWN
2022-04-14T00:29,-0.32965779467680534,UNKNOWN
2022-04-14T00:30,-0.32965779467680534,UNKNOWN
2022-04-14T00:31,-0.32965779467680534,UNKNOWN
2022-04-14T00:32,-0.32965779467680534,UNKNOWN
2022-04-14T00:33,-0.22965779467680392,UNKNOWN
2022-04-14T00:34,-0.22965779467680392,UNKNOWN
2022-04-14T00:35,-0.22965779467680392,UNKNOWN
2022-04-14T00:36,-0.22965779467680392,UNKNOWN
2022-04-14T00:37,-0.1296577946768025,UNKNOWN
2022-04-14T00:38,-0.22965779467680392,UNKNOWN
2022-04-14T00:39,-0.1296577946768025,UNKNOWN
2022-04-14T00:40,-0.1296577946768025,UNKNOWN
2022-04-14T00:41,-0.1296577946768025,UNKNOWN
2022-04-14T00:42,-0.1296577946768025,UNKNOWN
2022-04-14T00:43,-0.029657794676801075,UNKNOWN
2022-04-14T00:44,-0.22965779467680392,UNKNOWN
2022-04-14T00:45,-0.4296577946768032,UNKNOWN
2022-04-14T00:46,-0.6296577946768025,UNKNOWN
2022-04-14T00:47,-0.8296577946768053,UNKNOWN
2022-04-14T00:48,-0.9296577946768032,UNKNOWN
2022-04-14T00:49,-1.0296577946768046,UNKNOWN
2022-04-14T00:50,-1.1296577946768025,UNKNOWN
2022-04-14T00:51,-1.229657794676804,UNKNOWN
2022-04-14T00:52,-1.3296577946768053,UNKNOWN
2022-04-14T00:53,-1.3296577946768053,UNKNOWN
2022-04-14T00:54,-1.4296577946768032,UNKNOWN
2022-04-14T00:55,-1.5296577946768046,UNKNOWN
2022-04-14T00:56,-1.5296577946768046,UNKNOWN
2022-04-14T00:57,-1.6296577946768025,UNKNOWN
2022-04-14T00:58,-1.6296577946768025,UNKNOWN
2022-04-14T00:59,-1.6296577946768025,UNKNOWN
2022-04-14T01:00,-1.729657794676804,UNKNOWN
2022-04-14T01:01,-1.729657794676804,UNKNOWN
2022-04-14T01:02,-1.729657794676804,UNKNOWN
2022-04-14T01:03,-1.8296577946768053,UNKNOWN
2022-04-14T01:04,-1.8296577946768053,UNKNOWN
2022-04-14T01:05,-1.8296577946768053,UNKNOWN
2022-04-14T01:06,-1.729657794676804,UNKNOWN
2022-04-14T01:07,-1.729657794676804,UNKNOWN
2022-04-14T01:08,-1.729657794676804,UNKNOWN
2022-04-14T01:09,-1.6296577946768025,UNKNOWN
2022-04-14T01:10,-1.6296577946768025,UNKNOWN
2022-04-14T01:11,-1.6296577946768025,UNKNOWN
2022-04-14T01:12,-1.6296577946768025,UNKNOWN
2022-04-14T01:13,-1.6296577946768025,UNKNOWN
2022-04-14T01:14,-1.6296577946768025,UNKNOWN
2022-04-14T01:15,-1.6296577946768025,UNKNOWN
2022-04-14T01:16,-1.6296577946768025,UNKNOWN
2022-04-14T01:17,-1.6296577946768025,UNKNOWN
2022-04-14T01:18,-1.6296577946768025,UNKNOWN
2022-04-14T01:19,-1.6296577946768025,UNKNOWN
2022-04-14T01:20,-1.6296577946768025,UNKNOWN
2022-04-14T01:21,-1.729657794676804,UNKNOWN
2022-04-14T01:22,-1.729657794676804,UNKNOWN
2022-04-14T01:23,-1.729657794676804,UNKNOWN
2022-04-14T01:24,-1.6296577946768025,UNKNOWN
2022-04-14T01:25,-1.5296577946768046,UNKNOWN
2022-04-14T01:26,-1.3296577946768053,UNKNOWN
2022-04-14T01:27,-1.229657794676804,UNKNOWN
2022-04-14T01:28,-1.1296577946768025,UNKNOWN
2022-04-14T01:29,-1.0296577946768046,UNKNOWN
2022-04-14T01:30,-0.9296577946768032,UNKNOWN
2022-04-14T01:31,-0.7296577946768039,UNKNOWN
2022-04-14T01:32,-0.7296577946768039,UNKNOWN
2022-04-14T01:33,-0.5296577946768046,UNKNOWN
2022-04-14T01:34,-0.4296577946768032,UNKNOWN
2022-04-14T01:35,-0.4296577946768032,UNKNOWN
2022-04-14T01:36,-0.32965779467680534,UNKNOWN
2022-04-14T01:37,-0.22965779467680392,UNKNOWN
2022-04-14T01:38,-0.32965779467680534,UNKNOWN
2022-04-14T01:39,-0.5296577946768046,UNKNOWN
2022-04-14T01:40,-0.8296577946768053,UNKNOWN
2022-04-14T01:41,-1.0296577946768046,UNKNOWN
2022-04-14T01:42,-1.229657794676804,UNKNOWN
2022-04-14T01:43,-1.4296577946768032,UNKNOWN
2022-04-14T01:44,-1.6296577946768025,UNKNOWN
2022-04-14T01:45,-1.729657794676804,UNKNOWN
2022-04-14T01:46,-1.9296577946768032,UNKNOWN
2022-04-14T01:47,-2.0296577946768046,UNKNOWN
2022-04-14T01:48,-2.0296577946768046,UNKNOWN
2022-04-14T01:49,-2.1296577946768025,UNKNOWN
2022-04-14T01:50,-2.229657794676804,UNKNOWN
2022-04-14T01:51,-2.229657794676804,UNKNOWN
2022-04-14T01:52,-2.229657794676804,UNKNOWN
2022-04-14T01:53,-2.229657794676804,UNKNOWN
