timestamp,rmssd,coverage,low_frequency,high_frequency
2022-06-06T00:40:00,145.633,0.74,2232.831,4806.549
2022-06-06T00:45:00,101.452,0.899,727.054,1906.535
2022-06-06T00:50:00,85.295,0.749,760.76,1324.466
2022-06-06T00:55:00,57.108,0.846,533.393,584.749
2022-06-06T01:15:00,129.146,0.749,3093.439,1538.031
2022-06-06T01:30:00,133.653,0.772,6263.797,1671.864
2022-06-06T01:35:00,239.967,0.818,6779.829,8073.662
2022-06-06T01:40:00,195.989,0.854,3668.05,4895.416
2022-06-06T01:45:00,146.388,0.793,5537.287,3035.734
2022-06-06T01:50:00,131.003,0.775,3336.099,1879.069
2022-06-06T01:55:00,231.349,0.724,7012.726,6027.95
2022-06-06T02:00:00,143.383,0.752,2920.867,1695.127
2022-06-06T02:05:00,270.804,0.863,6802.933,10020.819
2022-06-06T02:15:00,250.546,0.876,6809.29,7375.646
2022-06-06T02:20:00,257.237,0.814,8439.78,5394.844
2022-06-06T02:25:00,285.186,0.906,5977.937,14216.598
2022-06-06T02:30:00,271.398,0.945,7435.878,10363.529
2022-06-06T02:35:00,307.903,0.939,10473.702,12335.72
2022-06-06T02:40:00,245.668,0.819,6287.845,6427.909
2022-06-06T02:45:00,315.882,0.966,7430.577,18193.673
2022-06-06T02:50:00,285.718,0.894,6482.689,10795.167
2022-06-06T02:55:00,279.408,0.881,11102.853,9939.527
2022-06-06T03:00:00,247.132,0.775,6368.064,7485.871
2022-06-06T03:05:00,295.34,0.915,4719.93,11378.659
2022-06-06T03:10:00,299.816,0.89,8821.902,11412.654
2022-06-06T03:15:00,324.819,0.878,11368.955,16975.15
2022-06-06T03:20:00,298.555,0.96,8282.753,13025.809
2022-06-06T03:25:00,308.106,0.892,5038.071,15242.658
2022-06-06T03:30:00,323.447,0.964,8518.22,12939.498
2022-06-06T03:35:00,325.573,0.993,10744.186,15325.085
2022-06-06T03:40:00,333.63,0.973,17536.525,14005.682
2022-06-06T03:45:00,326.303,0.99,7856.493,16193.336
2022-06-06T03:50:00,357.078,0.955,6140.762,14829.391
2022-06-06T03:55:00,310.72,0.979,10892.19,13023.281
2022-06-06T04:00:00,299.206,0.924,4842.566,9065.565
2022-06-06T04:05:00,309.06,0.928,10806.3,10986.607
2022-06-06T04:10:00,307.64,1.008,2024.198,12322.758
2022-06-06T04:15:00,298.611,1.005,3078.245,11312.998
2022-06-06T04:20:00,319.979,1.003,3551.355,13965.955
2022-06-06T04:25:00,288.998,0.981,10192.576,12006.879
2022-06-06T04:30:00,274.836,0.951,6363.304,6948.002
2022-06-06T04:35:00,229.463,0.821,8837.27,4522.487
2022-06-06T04:40:00,190.749,0.808,3428.219,4260.536
2022-06-06T04:45:00,87.737,0.797,615.986,1114.999
2022-06-06T04:50:00,77.061,0.798,762.486,866.049
2022-06-06T04:55:00,97.264,0.788,1281.102,623.308
2022-06-06T05:00:00,107.519,0.877,6398.299,1384.102
2022-06-06T05:05:00,103.239,0.719,2546.808,917.135
2022-06-06T05:10:00,73.741,0.937,1820.153,643.278
2022-06-06T05:15:00,155.618,0.848,13782.332,3195.807
2022-06-06T05:20:00,312.664,0.858,8515.064,12046.241
2022-06-06T05:25:00,258.186,0.941,4443.614,9746.02
2022-06-06T05:30:00,308.216,0.989,8207.96,14052.626
2022-06-06T05:35:00,291.792,0.944,7365.039,13250.018
2022-06-06T05:40:00,294.773,1.003,3878.048,14178.681
2022-06-06T05:45:00,300.165,0.999,4576.087,13237.202
2022-06-06T05:50:00,286.229,0.934,14209.32,12942.432
2022-06-06T05:55:00,300.652,0.923,11955.65,11078.671
2022-06-06T06:00:00,281.598,0.943,3450.216,12545.179
2022-06-06T06:05:00,253.102,0.905,4944.385,11070.908
2022-06-06T06:20:00,75.501,0.751,4152.166,646.655
2022-06-06T06:25:00,67.927,0.937,235.728,633.264
2022-06-06T06:30:00,56.702,0.803,681.824,302.119
2022-06-06T21:50:00,119.116,0.977,1115.427,3041.529
2022-06-06T21:55:00,132.611,1.004,606.108,3719.016
2022-06-06T22:00:00,144.45,0.987,1393.7,3962.113
2022-06-06T22:05:00,149.623,0.994,701.999,4226.099
2022-06-06T22:10:00,147.299,1.006,635.448,4157.63
2022-06-06T22:15:00,174.153,0.994,1474.154,5469.026
2022-06-06T22:20:00,186.109,1.005,912.991,5404.251
2022-06-06T22:30:00,133.948,0.927,2225.101,3631.311
2022-06-06T22:35:00,162.17,1.004,1437.671,4834.5
2022-06-06T22:40:00,120.463,0.964,2668.598,3028.646
2022-06-06T22:45:00,118.462,0.975,902.903,2884.326
2022-06-06T22:50:00,117.84,0.997,360.163,2543.765
2022-06-06T22:55:00,102.977,0.981,841.556,2189.843
2022-06-06T23:00:00,101.767,1.007,414.819,2098.895
2022-06-06T23:05:00,107.783,0.938,447.637,2310.115
2022-06-06T23:10:00,98.312,0.91,1349.791,1135.743
2022-06-06T23:15:00,102.544,0.834,1209.817,1171.843
2022-06-06T23:20:00,89.501,0.833,1441.913,1487.754
2022-06-06T23:25:00,66.963,0.725,3052.046,637.624
2022-06-06T23:30:00,89.855,1.004,1259.709,1806.521
2022-06-06T23:35:00,107.509,0.949,1783.104,2393.274
2022-06-06T23:40:00,103.312,0.97,1800.483,1612.648
2022-06-06T23:45:00,137.139,0.807,2593.138,3291.028
2022-06-06T23:50:00,109.53,0.754,2183.836,1680.641
2022-06-06T23:55:00,117.974,0.752,2650.696,1353.922
