timestamp,rmssd,coverage,low_frequency,high_frequency
2022-05-16T00:00:00,101.833,1.0,223.656,1769.236
2022-05-16T00:05:00,95.239,1.004,557.541,1674.823
2022-05-16T00:10:00,95.589,1.003,590.229,1904.619
2022-05-16T00:15:00,93.449,0.994,3786.535,1549.859
2022-05-16T00:20:00,92.923,0.909,591.898,1687.807
2022-05-16T00:25:00,123.412,0.997,9688.523,2293.945
2022-05-16T00:30:00,130.182,0.945,4406.289,2057.262
2022-05-16T00:35:00,150.816,0.969,2163.052,3026.008
2022-05-16T00:40:00,156.805,0.969,3603.235,3430.039
2022-05-16T00:45:00,168.557,0.972,3023.019,4016.391
2022-05-16T00:50:00,138.85,0.981,2621.397,3042.229
2022-05-16T00:55:00,154.834,0.91,3138.756,3184.63
2022-05-16T01:05:00,124.279,0.799,1810.539,2098.292
2022-05-16T01:10:00,120.978,0.969,823.155,2814.803
2022-05-16T01:15:00,111.635,0.997,366.474,2253.455
2022-05-16T01:20:00,120.555,1.004,960.597,2733.727
2022-05-16T01:25:00,134.281,1.002,1732.708,2737.0
2022-05-16T01:30:00,150.517,1.005,1184.026,3389.219
2022-05-16T01:35:00,165.033,0.997,1786.157,3933.76
2022-05-16T01:40:00,203.384,0.941,9821.058,5629.268
2022-05-16T01:45:00,179.819,1.007,1431.965,4280.989
2022-05-16T01:50:00,197.462,1.003,1648.662,4848.082
2022-05-16T01:55:00,213.612,1.005,2766.756,6118.306
2022-05-16T02:00:00,226.658,1.005,3689.392,7094.058
2022-05-16T02:05:00,218.157,0.996,2202.336,5325.197
2022-05-16T02:10:00,234.83,0.981,4244.171,8454.708
2022-05-16T02:15:00,244.431,0.977,3279.29,8077.507
2022-05-16T02:20:00,231.944,0.871,7036.873,5816.874
2022-05-16T02:25:00,126.558,0.949,1374.829,2936.881
2022-05-16T02:30:00,121.014,0.952,1843.323,2016.619
2022-05-16T02:35:00,227.033,0.913,4716.095,8973.317
2022-05-16T02:40:00,160.612,0.961,2984.188,4218.818
2022-05-16T02:45:00,152.356,0.708,2415.078,2136.601
2022-05-16T02:50:00,246.516,0.926,3610.053,8350.973
2022-05-16T02:55:00,226.037,0.996,2505.359,7357.353
2022-05-16T03:00:00,258.504,0.976,3633.36,9312.64
2022-05-16T03:05:00,220.83,1.002,1087.089,7560.675
2022-05-16T03:10:00,263.607,0.999,2081.475,9549.486
2022-05-16T03:15:00,249.48,0.995,2190.203,8376.714
2022-05-16T03:20:00,247.587,1.005,3447.66,7302.519
2022-05-16T03:25:00,249.072,1.005,1351.341,7778.849
2022-05-16T03:30:00,272.872,1.003,1837.404,9259.137
2022-05-16T03:35:00,259.15,1.004,2953.345,7448.621
2022-05-16T03:40:00,264.006,0.905,15858.941,8050.852
2022-05-16T03:45:00,275.623,1.004,2127.17,10897.543
2022-05-16T03:50:00,298.289,0.986,3738.975,12796.022
2022-05-16T03:55:00,297.508,1.005,5163.206,10278.434
2022-05-16T04:00:00,274.623,0.978,6216.597,8998.014
2022-05-16T04:05:00,176.888,0.77,5961.763,3385.443
2022-05-16T04:10:00,153.536,0.737,3070.87,2356.08
2022-05-16T04:15:00,159.44,0.797,1405.743,3212.469
2022-05-16T04:20:00,188.589,0.838,4161.897,3812.528
2022-05-16T04:25:00,189.573,0.948,4362.043,5521.27
2022-05-16T04:30:00,199.815,0.997,1410.25,4780.016
2022-05-16T04:35:00,208.965,0.975,4307.337,5827.548
2022-05-16T04:40:00,216.798,0.909,8653.426,4750.717
2022-05-16T04:45:00,214.275,0.996,1227.649,5792.006
2022-05-16T04:50:00,203.464,0.996,2990.627,5709.286
2022-05-16T04:55:00,215.264,0.983,3124.837,6396.356
2022-05-16T05:00:00,214.042,0.984,2494.659,5980.9
2022-05-16T05:05:00,163.086,0.928,4423.089,3184.105
2022-05-16T05:10:00,157.834,0.957,1295.301,4991.74
2022-05-16T05:15:00,146.431,0.961,2657.927,3470.198
2022-05-16T05:20:00,59.357,0.907,1004.871,404.07
2022-05-16T05:25:00,82.132,0.954,646.889,636.007
2022-05-16T05:30:00,115.4,0.863,6576.693,2263.456
2022-05-16T05:35:00,113.234,0.883,2070.107,1492.14
2022-05-16T05:40:00,227.624,0.906,5275.958,7513.813
2022-05-16T05:45:00,198.669,0.834,4374.546,4366.818
2022-05-16T05:50:00,232.84,1.003,2104.846,9208.49
2022-05-16T05:55:00,255.414,0.999,6161.235,9882.718
2022-05-16T06:00:00,245.385,0.972,4520.463,8539.552
2022-05-16T06:05:00,213.669,0.962,7119.064,6313.585
2022-05-16T06:10:00,243.583,0.996,2014.829,9916.862
2022-05-16T06:15:00,249.043,1.003,2602.493,9949.911
2022-05-16T06:20:00,241.117,1.004,2019.529,8451.864
2022-05-16T06:25:00,254.397,1.006,2148.823,10422.704
2022-05-16T06:30:00,260.108,0.995,1481.524,9887.626
2022-05-16T06:35:00,294.036,0.781,12329.371,11002.645
2022-05-16T21:45:00,116.091,0.856,1242.973,2004.813
2022-05-16T21:50:00,155.856,0.975,3169.484,4733.153
2022-05-16T21:55:00,154.562,1.005,890.669,5124.772
2022-05-16T22:00:00,167.122,0.996,1074.808,6051.952
2022-05-16T22:05:00,158.191,0.918,3363.649,3219.106
2022-05-16T22:10:00,129.269,0.983,903.764,2913.125
2022-05-16T22:15:00,118.172,0.988,613.501,2318.338
2022-05-16T22:20:00,130.907,1.006,674.634,3018.942
2022-05-16T22:25:00,124.264,1.004,735.865,2910.667
2022-05-16T22:30:00,124.343,1.001,466.761,2539.655
2022-05-16T22:35:00,145.1,0.782,12811.024,2775.773
2022-05-16T22:40:00,153.646,0.937,7035.6,3970.982
2022-05-16T22:45:00,141.612,0.988,735.716,3764.768
2022-05-16T22:50:00,140.429,1.006,1150.199,3847.48
2022-05-16T22:55:00,138.796,0.927,7683.996,2477.433
2022-05-16T23:00:00,148.772,0.961,2637.765,3606.43
2022-05-16T23:05:00,125.292,0.956,1774.191,2831.897
2022-05-16T23:10:00,135.842,0.963,776.358,3238.746
2022-05-16T23:15:00,228.624,0.929,2677.696,10111.776
2022-05-16T23:20:00,129.799,0.972,1091.804,3941.236
2022-05-16T23:25:00,99.795,0.897,927.148,2116.54
2022-05-16T23:30:00,106.475,0.956,1751.915,1951.861
2022-05-16T23:35:00,93.639,0.91,2258.782,1980.571
2022-05-16T23:40:00,85.398,0.935,890.723,1517.542
2022-05-16T23:45:00,84.435,0.887,836.481,1388.305
