timestamp,bucket_values
2022-05-13T07:34:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.001, 0.002, 0.001, 0.003, 0.007, 0.022, 0.054, 0.114, 0.127, 0.118, 0.121, 0.128, 0.103, 0.061, 0.04, 0.029, 0.023, 0.021, 0.016, 0.005, 0.002]"
2022-05-14T09:50:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.004, 0.009, 0.037, 0.099, 0.161, 0.184, 0.191, 0.108, 0.074, 0.048, 0.028, 0.018, 0.013, 0.009, 0.008, 0.005, 0.002, 0.0]"
2022-05-15T07:27:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.006, 0.016, 0.038, 0.078, 0.121, 0.116, 0.113, 0.117, 0.107, 0.082, 0.06, 0.04, 0.029, 0.03, 0.027, 0.01, 0.003]"
2022-05-16T06:41:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.004, 0.007, 0.034, 0.085, 0.113, 0.136, 0.128, 0.105, 0.086, 0.079, 0.062, 0.05, 0.037, 0.029, 0.021, 0.013, 0.004, 0.001]"
2022-05-17T06:11:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.001, 0.003, 0.005, 0.01, 0.03, 0.077, 0.133, 0.153, 0.144, 0.134, 0.102, 0.067, 0.04, 0.029, 0.022, 0.017, 0.012, 0.013, 0.006, 0.002]"
2022-05-18T05:12:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.007, 0.017, 0.048, 0.123, 0.178, 0.161, 0.148, 0.138, 0.084, 0.043, 0.018, 0.013, 0.006, 0.004, 0.004, 0.002, 0.003, 0.001]"
2022-05-19T06:44:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.004, 0.006, 0.02, 0.05, 0.105, 0.141, 0.129, 0.125, 0.124, 0.1, 0.067, 0.04, 0.028, 0.021, 0.015, 0.012, 0.009, 0.003, 0.001]"
2022-05-20T05:54:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.004, 0.008, 0.016, 0.032, 0.066, 0.133, 0.154, 0.135, 0.133, 0.095, 0.065, 0.043, 0.028, 0.023, 0.017, 0.015, 0.015, 0.009, 0.005]"
2022-05-21T09:24:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.001, 0.003, 0.008, 0.028, 0.077, 0.169, 0.196, 0.188, 0.17, 0.095, 0.036, 0.018, 0.006, 0.003, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0]"
2022-05-22T07:49:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.003, 0.006, 0.014, 0.043, 0.082, 0.131, 0.125, 0.118, 0.101, 0.093, 0.074, 0.048, 0.041, 0.027, 0.016, 0.019, 0.025, 0.018, 0.01]"
2022-05-23T04:39:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.003, 0.005, 0.021, 0.056, 0.107, 0.133, 0.12, 0.122, 0.115, 0.089, 0.066, 0.047, 0.032, 0.022, 0.016, 0.019, 0.015, 0.006, 0.003]"
2022-05-24T11:21:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.008, 0.022, 0.1, 0.291, 0.29, 0.218, 0.059, 0.008, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-05-25T07:25:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.017, 0.102, 0.248, 0.228, 0.15, 0.082, 0.043, 0.021, 0.017, 0.016, 0.01, 0.008, 0.006, 0.008, 0.004, 0.004, 0.01, 0.007, 0.016]"
2022-05-27T06:36:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.004, 0.01, 0.028, 0.056, 0.098, 0.117, 0.121, 0.101, 0.08, 0.062, 0.056, 0.046, 0.043, 0.039, 0.037, 0.035, 0.035, 0.018, 0.008]"
2022-05-28T08:24:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.006, 0.023, 0.075, 0.168, 0.21, 0.205, 0.134, 0.048, 0.029, 0.021, 0.019, 0.013, 0.012, 0.01, 0.006, 0.006, 0.005, 0.002, 0.002, 0.005]"
2022-05-29T10:28:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.004, 0.014, 0.033, 0.061, 0.107, 0.12, 0.111, 0.11, 0.098, 0.075, 0.052, 0.041, 0.035, 0.03, 0.029, 0.035, 0.022, 0.018]"
