timestamp,bucket_values
2022-05-02T07:00:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.001, 0.001, 0.004, 0.013, 0.027, 0.06, 0.094, 0.111, 0.099, 0.098, 0.096, 0.078, 0.059, 0.046, 0.042, 0.035, 0.038, 0.044, 0.032, 0.018]"
2022-05-03T05:35:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.001, 0.003, 0.007, 0.026, 0.078, 0.118, 0.136, 0.145, 0.103, 0.093, 0.072, 0.053, 0.039, 0.028, 0.022, 0.016, 0.016, 0.016, 0.016, 0.01]"
2022-05-04T06:10:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.006, 0.019, 0.042, 0.086, 0.141, 0.14, 0.138, 0.131, 0.118, 0.084, 0.04, 0.022, 0.01, 0.007, 0.005, 0.002, 0.001, 0.001]"
2022-05-05T04:40:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.003, 0.006, 0.019, 0.071, 0.166, 0.194, 0.188, 0.152, 0.099, 0.054, 0.021, 0.013, 0.006, 0.004, 0.002, 0.001, 0.001, 0.0, 0.0, 0.0]"
2022-05-06T06:18:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.007, 0.079, 0.182, 0.239, 0.201, 0.14, 0.072, 0.037, 0.02, 0.011, 0.004, 0.004, 0.002, 0.0, 0.001, 0.001, 0.0, 0.0]"
2022-05-07T08:09:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.004, 0.008, 0.01, 0.056, 0.119, 0.162, 0.148, 0.126, 0.09, 0.064, 0.052, 0.041, 0.029, 0.025, 0.018, 0.016, 0.015, 0.009, 0.004, 0.003]"
2022-05-08T07:52:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.003, 0.01, 0.03, 0.09, 0.136, 0.167, 0.156, 0.131, 0.088, 0.059, 0.041, 0.025, 0.018, 0.013, 0.008, 0.007, 0.007, 0.004, 0.001]"
2022-05-09T06:30:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.004, 0.014, 0.049, 0.096, 0.144, 0.156, 0.136, 0.107, 0.085, 0.071, 0.046, 0.03, 0.022, 0.015, 0.012, 0.006, 0.002, 0.0]"
2022-05-10T06:05:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.005, 0.018, 0.054, 0.096, 0.132, 0.146, 0.139, 0.122, 0.082, 0.052, 0.036, 0.029, 0.022, 0.02, 0.019, 0.014, 0.006, 0.002]"
2022-05-11T05:17:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.005, 0.01, 0.023, 0.093, 0.162, 0.173, 0.175, 0.132, 0.086, 0.054, 0.029, 0.018, 0.012, 0.007, 0.005, 0.005, 0.004, 0.002]"
