timestamp,Infrared to Red Signal Ratio
05/15/22 00:00:17,-3
05/15/22 00:01:17,0
05/15/22 00:02:17,0
05/15/22 00:03:17,39
05/15/22 00:04:17,5
05/15/22 00:05:17,-32
05/15/22 00:06:17,0
05/15/22 00:07:17,34
05/15/22 00:08:17,21
05/15/22 00:09:17,0
05/15/22 00:10:17,0
05/15/22 00:11:17,-32
05/15/22 00:12:17,-27
05/15/22 00:13:17,-1
05/15/22 00:14:17,28
05/15/22 00:15:17,6
05/15/22 00:16:17,4
05/15/22 00:17:17,7
05/15/22 00:18:17,2
05/15/22 00:19:17,13
05/15/22 00:20:17,4
05/15/22 00:21:17,0
05/15/22 00:22:17,-9
05/15/22 00:23:17,6
05/15/22 00:24:17,-39
05/15/22 00:25:17,0
05/15/22 00:26:17,0
05/15/22 00:27:17,-19
05/15/22 00:28:17,41
05/15/22 00:29:17,0
05/15/22 00:30:17,6
05/15/22 00:31:17,28
05/15/22 00:32:17,60
05/15/22 00:33:17,1
05/15/22 00:34:17,0
05/15/22 00:35:17,0
05/15/22 00:36:17,-7
05/15/22 00:37:17,-2
05/15/22 00:38:17,-4
05/15/22 00:39:17,-41
05/15/22 00:40:17,-17
05/15/22 00:41:17,-28
05/15/22 00:42:17,-1
05/15/22 00:43:17,-57
05/15/22 00:44:17,28
05/15/22 00:45:17,39
05/15/22 00:46:17,0
05/15/22 00:47:17,15
05/15/22 00:48:17,4
05/15/22 00:49:17,1
05/15/22 00:50:17,11
05/15/22 00:51:17,-1
05/15/22 00:52:17,34
05/15/22 00:53:17,0
05/15/22 00:54:17,21
05/15/22 00:55:17,0
05/15/22 00:56:17,13
05/15/22 00:57:17,8
05/15/22 00:58:17,-26
05/15/22 00:59:17,-34
05/15/22 01:00:17,-8
05/15/22 01:01:17,-32
05/15/22 01:02:17,-5
05/15/22 01:03:17,2
05/15/22 01:04:17,-4
05/15/22 01:05:17,13
05/15/22 01:06:17,0
05/15/22 01:07:17,-20
05/15/22 01:08:17,-23
05/15/22 01:09:17,-17
05/15/22 01:10:17,13
05/15/22 01:11:17,0
05/15/22 01:12:17,-22
05/15/22 01:13:17,24
05/15/22 01:14:17,-1
05/15/22 01:15:17,0
05/15/22 01:16:17,8
05/15/22 01:17:17,5
05/15/22 01:18:17,23
05/15/22 01:19:17,-29
05/15/22 01:20:17,4
05/15/22 01:21:17,14
05/15/22 01:22:17,-25
05/15/22 01:23:17,0
05/15/22 01:24:17,0
05/15/22 01:25:17,13
05/15/22 01:26:17,-35
05/15/22 01:27:17,-30
05/15/22 01:28:17,5
05/15/22 01:29:17,-52
05/15/22 01:30:17,10
05/15/22 01:31:17,0
05/15/22 01:32:17,0
05/15/22 01:33:17,4
05/15/22 01:34:17,0
05/15/22 01:35:17,-14
05/15/22 01:36:17,1
05/15/22 01:37:17,2
05/15/22 01:38:17,0
05/15/22 01:39:17,-2
05/15/22 01:40:17,36
05/15/22 01:41:17,-17
05/15/22 01:42:17,11
05/15/22 01:43:17,3
05/15/22 01:44:17,0
05/15/22 01:45:17,-27
05/15/22 01:46:17,0
05/15/22 01:47:17,24
05/15/22 01:48:17,-2
05/15/22 01:49:17,0
05/15/22 01:50:17,0
05/15/22 01:51:17,0
05/15/22 01:52:17,3
05/15/22 01:53:17,-6
05/15/22 01:54:17,0
05/15/22 01:55:17,14
05/15/22 01:56:17,2
05/15/22 01:57:17,21
05/15/22 01:58:17,-62
05/15/22 01:59:17,0
05/15/22 02:00:17,22
05/15/22 02:01:17,-7
05/15/22 02:02:17,-15
05/15/22 02:03:17,0
05/15/22 02:04:17,-3
05/15/22 02:05:17,26
05/15/22 02:06:17,-4
05/15/22 02:07:17,0
05/15/22 02:08:17,1
05/15/22 02:09:17,1
05/15/22 02:10:17,11
05/15/22 02:11:17,-4
05/15/22 02:12:17,-18
05/15/22 02:13:17,8
05/15/22 02:14:17,43
05/15/22 02:15:17,-13
05/15/22 02:16:17,35
05/15/22 02:17:17,9
05/15/22 02:18:17,0
05/15/22 02:19:17,11
05/15/22 02:20:17,-9
05/15/22 02:21:17,2
05/15/22 02:22:17,-14
05/15/22 02:23:17,-3
05/15/22 02:24:17,13
05/15/22 02:25:17,19
05/15/22 02:26:17,0
05/15/22 02:27:17,25
05/15/22 02:28:17,12
05/15/22 02:29:17,0
05/15/22 02:30:17,-6
05/15/22 02:31:17,5
05/15/22 02:32:17,12
05/15/22 02:33:17,9
05/15/22 02:34:17,24
05/15/22 02:35:17,-1
05/15/22 02:36:17,4
05/15/22 02:37:17,-56
05/15/22 02:38:17,1
05/15/22 02:39:17,-3
05/15/22 02:40:17,0
05/15/22 02:41:17,8
05/15/22 02:42:17,0
05/15/22 02:43:17,26
05/15/22 02:44:17,0
05/15/22 02:45:17,23
05/15/22 02:46:17,21
05/15/22 02:47:17,-8
05/15/22 02:48:17,-28
05/15/22 02:49:17,4
05/15/22 02:50:17,12
05/15/22 02:51:17,4
05/15/22 02:52:17,-12
05/15/22 02:53:17,-1
05/15/22 02:54:17,-2
05/15/22 02:55:17,-5
05/15/22 02:56:17,13
05/15/22 02:57:17,33
05/15/22 02:58:17,-16
05/15/22 02:59:17,0
05/15/22 03:00:17,-13
05/15/22 03:01:17,4
05/15/22 03:02:17,-6
05/15/22 03:03:17,-22
05/15/22 03:04:17,-6
05/15/22 03:05:17,12
05/15/22 03:06:17,-1
05/15/22 03:07:17,2
05/15/22 03:08:17,-20
05/15/22 03:09:17,0
05/15/22 03:10:17,-5
05/15/22 03:11:17,-1
05/15/22 03:12:17,-25
05/15/22 03:13:17,-4
05/15/22 03:14:17,-14
05/15/22 03:15:17,0
05/15/22 03:16:17,-11
05/15/22 03:17:17,-1
05/15/22 03:18:17,-2
05/15/22 03:19:17,-5
05/15/22 03:20:17,-13
05/15/22 03:21:17,0
05/15/22 03:22:17,0
05/15/22 03:23:17,2
05/15/22 03:24:17,19
05/15/22 03:25:17,-2
05/15/22 03:26:17,5
05/15/22 03:27:17,0
05/15/22 03:28:17,17
05/15/22 03:29:17,0
05/15/22 03:30:17,-15
05/15/22 03:31:17,8
05/15/22 03:32:17,-52
05/15/22 03:33:17,0
05/15/22 03:34:17,-3
05/15/22 03:35:17,-51
05/15/22 03:36:17,-18
05/15/22 03:37:17,0
05/15/22 03:38:17,39
05/15/22 03:39:17,-32
05/15/22 03:40:17,20
05/15/22 03:41:17,0
05/15/22 03:42:17,21
05/15/22 03:43:17,0
05/15/22 03:44:17,-16
05/15/22 03:45:17,8
05/15/22 03:46:17,0
05/15/22 03:47:17,-47
05/15/22 03:48:17,50
05/15/22 03:49:17,0
05/15/22 03:50:17,-4
05/15/22 03:51:17,0
05/15/22 03:52:17,11
05/15/22 03:53:17,1
05/15/22 03:54:17,4
05/15/22 03:55:17,13
05/15/22 03:56:17,-17
05/15/22 03:57:17,-56
05/15/22 03:58:17,-11
05/15/22 03:59:17,0
05/15/22 04:00:17,-21
05/15/22 04:01:17,-5
05/15/22 04:02:17,0
05/15/22 04:03:17,-10
05/15/22 04:04:17,-4
05/15/22 04:05:17,-17
05/15/22 04:06:17,5
05/15/22 04:07:17,-1
05/15/22 04:08:17,-34
05/15/22 04:09:17,-1
05/15/22 04:10:17,-3
05/15/22 04:11:17,-14
05/15/22 04:12:17,0
05/15/22 04:13:17,-1
05/15/22 04:14:17,-47
05/15/22 04:15:17,14
05/15/22 04:16:17,-17
05/15/22 04:17:17,-1
05/15/22 04:18:17,-3
05/15/22 04:19:17,-3
05/15/22 04:20:17,-6
05/15/22 04:21:17,-4
05/15/22 04:22:17,-6
05/15/22 04:23:17,0
05/15/22 04:24:17,-25
05/15/22 04:25:17,0
05/15/22 04:26:17,-26
05/15/22 04:27:17,-17
05/15/22 04:28:17,20
05/15/22 04:29:17,4
05/15/22 04:30:17,-12
05/15/22 04:31:17,-14
05/15/22 04:32:17,-4
05/15/22 04:33:17,-10
05/15/22 04:34:17,-2
05/15/22 04:35:17,-7
05/15/22 04:36:17,-1
05/15/22 04:37:17,0
05/15/22 04:38:17,0
05/15/22 04:39:17,4
05/15/22 04:40:17,-5
05/15/22 04:41:17,-6
05/15/22 04:42:17,-9
05/15/22 04:43:17,0
05/15/22 04:44:17,0
05/15/22 04:45:17,-27
05/15/22 04:46:17,0
05/15/22 04:47:17,-52
05/15/22 04:48:17,-13
05/15/22 04:49:17,-29
05/15/22 04:50:17,-32
05/15/22 04:51:17,0
05/15/22 04:52:17,0
05/15/22 04:53:17,-4
05/15/22 04:54:17,0
05/15/22 04:55:17,0
05/15/22 04:56:17,1
05/15/22 04:57:17,0
05/15/22 04:58:17,-45
05/15/22 04:59:17,-12
05/15/22 05:00:17,0
05/15/22 05:01:17,-11
05/15/22 05:02:17,6
05/15/22 05:03:17,-25
05/15/22 05:04:17,1
05/15/22 05:05:17,10
05/15/22 05:06:17,21
05/15/22 05:07:17,0
05/15/22 05:08:17,-9
05/15/22 05:09:17,0
05/15/22 05:10:17,-2
05/15/22 05:11:17,-3
05/15/22 05:12:17,-8
05/15/22 05:13:17,-16
05/15/22 05:14:17,-3
05/15/22 05:15:49,17
05/15/22 05:16:49,13
05/15/22 05:17:49,-14
05/15/22 05:18:49,1
05/15/22 05:19:49,11
05/15/22 05:20:49,7
05/15/22 05:21:49,0
05/15/22 05:22:49,-4
05/15/22 05:23:49,8
05/15/22 05:24:49,0
05/15/22 05:25:49,1
05/15/22 05:26:49,-34
05/15/22 05:27:49,0
05/15/22 05:28:49,5
05/15/22 05:30:05,-23
05/15/22 05:31:05,-4
05/15/22 05:32:05,10
05/15/22 05:33:05,17
05/15/22 05:34:05,36
05/15/22 05:35:05,-33
05/15/22 05:36:05,0
05/15/22 05:37:05,15
05/15/22 05:38:05,-3
05/15/22 05:39:05,4
05/15/22 05:40:05,-1
05/15/22 05:41:05,-17
05/15/22 05:42:05,0
05/15/22 05:43:05,-1
05/15/22 05:44:05,6
05/15/22 05:45:05,4
05/15/22 05:46:05,-2
05/15/22 05:47:05,46
05/15/22 05:48:05,-17
05/15/22 05:49:05,-20
05/15/22 05:50:05,-9
05/15/22 05:51:05,0
05/15/22 05:52:05,48
05/15/22 05:53:05,-33
05/15/22 05:54:05,-13
05/15/22 05:55:07,0
05/15/22 05:56:07,0
05/15/22 05:57:07,0
05/15/22 05:58:07,19
05/15/22 05:59:07,0
05/15/22 06:00:07,-34
05/15/22 06:01:07,4
05/15/22 06:02:07,-1
05/15/22 06:03:07,6
05/15/22 06:04:07,-50
05/15/22 06:05:07,0
05/15/22 06:06:07,0
05/15/22 06:07:07,-8
05/15/22 06:08:07,-5
05/15/22 06:09:07,-17
05/15/22 06:10:07,0
05/15/22 06:11:07,17
05/15/22 06:12:07,0
05/15/22 06:13:07,0
05/15/22 06:14:07,1
05/15/22 06:15:07,20
05/15/22 06:16:07,0
05/15/22 06:17:07,30
05/15/22 06:18:07,0
05/15/22 06:19:07,1
05/15/22 06:20:07,-5
05/15/22 06:21:07,0
05/15/22 06:22:07,-4
05/15/22 06:23:07,2
05/15/22 06:24:07,-1
05/15/22 06:25:07,0
05/15/22 06:26:07,11
05/15/22 06:27:07,0
05/15/22 06:28:07,5
05/15/22 06:29:07,4
05/15/22 06:30:07,-2
05/15/22 06:31:07,4
05/15/22 06:32:07,6
05/15/22 06:33:07,-8
05/15/22 06:34:07,35
05/15/22 06:35:07,3
05/15/22 06:36:07,-3
05/15/22 06:37:07,-5
05/15/22 06:38:07,16
05/15/22 06:39:07,0
05/15/22 06:40:07,-37
05/15/22 06:41:07,0
05/15/22 06:42:07,-41
05/15/22 06:43:07,5
05/15/22 06:44:07,-8
05/15/22 06:45:07,-13
05/15/22 06:46:07,-14
