timestamp,Infrared to Red Signal Ratio
04/08/22 00:00:30,9
04/08/22 00:01:30,45
04/08/22 00:02:30,-6
04/08/22 00:03:30,-11
04/08/22 00:04:30,-10
04/08/22 00:05:30,0
04/08/22 00:06:30,2
04/08/22 00:07:30,0
04/08/22 00:08:30,51
04/08/22 00:09:30,10
04/08/22 00:10:30,0
04/08/22 00:11:30,0
04/08/22 00:12:30,-1
04/08/22 00:13:30,-4
04/08/22 00:14:30,-1
04/08/22 00:15:30,-4
04/08/22 00:16:30,8
04/08/22 00:17:30,-2
04/08/22 00:18:30,0
04/08/22 00:19:30,-10
04/08/22 00:20:30,25
04/08/22 00:21:30,0
04/08/22 00:22:30,-1
04/08/22 00:23:30,7
04/08/22 00:24:30,21
04/08/22 00:25:30,0
04/08/22 00:26:30,34
04/08/22 00:27:48,-3
04/08/22 00:28:48,9
04/08/22 00:29:48,0
04/08/22 00:30:48,0
04/08/22 00:31:48,-39
04/08/22 00:32:48,-26
04/08/22 00:33:48,-3
04/08/22 00:34:48,-5
04/08/22 00:35:48,-23
04/08/22 00:36:48,-8
04/08/22 00:37:48,-2
04/08/22 00:38:48,14
04/08/22 00:39:48,-3
04/08/22 00:40:48,-2
04/08/22 00:41:48,-4
04/08/22 00:42:48,-13
04/08/22 00:43:48,-9
04/08/22 00:44:48,-25
04/08/22 00:45:48,0
04/08/22 00:46:48,13
04/08/22 00:47:48,-11
04/08/22 00:48:48,8
04/08/22 00:49:48,2
04/08/22 00:50:48,-8
04/08/22 00:51:48,-13
04/08/22 00:52:48,10
04/08/22 00:53:48,-5
04/08/22 00:54:48,32
04/08/22 00:55:48,0
04/08/22 00:56:48,-13
04/08/22 00:57:48,6
04/08/22 00:58:48,0
04/08/22 00:59:48,3
04/08/22 01:00:48,39
04/08/22 01:01:48,11
04/08/22 01:02:48,-14
04/08/22 01:03:48,0
04/08/22 01:04:48,-30
04/08/22 01:05:48,0
04/08/22 01:06:48,-38
04/08/22 01:07:48,13
04/08/22 01:08:48,-24
04/08/22 01:09:48,21
04/08/22 01:10:48,-9
04/08/22 01:11:48,-55
04/08/22 01:12:48,0
04/08/22 01:13:48,0
04/08/22 01:14:48,4
04/08/22 01:15:48,-20
04/08/22 01:16:48,-2
04/08/22 01:17:48,-4
04/08/22 01:18:48,4
04/08/22 01:19:48,4
04/08/22 01:20:48,8
04/08/22 01:21:48,12
04/08/22 01:22:48,-4
04/08/22 01:23:48,19
04/08/22 01:24:48,-13
04/08/22 01:25:48,1
04/08/22 01:26:48,-21
04/08/22 01:27:48,27
04/08/22 01:28:48,0
04/08/22 01:29:48,4
04/08/22 01:30:48,8
04/08/22 01:31:48,0
04/08/22 01:32:48,-52
04/08/22 01:33:48,-29
04/08/22 01:34:48,8
04/08/22 01:35:48,47
04/08/22 01:36:48,0
04/08/22 01:37:48,11
04/08/22 01:38:48,0
04/08/22 01:39:48,-1
04/08/22 01:40:48,1
04/08/22 01:41:48,0
04/08/22 01:42:48,6
04/08/22 01:43:48,0
04/08/22 01:44:48,0
04/08/22 01:45:48,0
04/08/22 01:46:48,32
04/08/22 01:47:48,-5
04/08/22 01:48:48,1
04/08/22 01:49:48,0
04/08/22 01:50:48,7
04/08/22 01:51:48,-1
04/08/22 01:52:48,-34
04/08/22 01:53:48,0
04/08/22 01:54:48,-1
04/08/22 01:55:48,-19
04/08/22 01:56:48,3
04/08/22 01:57:48,0
04/08/22 01:58:48,-13
04/08/22 01:59:48,-3
04/08/22 02:00:48,4
04/08/22 02:01:48,-2
04/08/22 02:02:48,9
04/08/22 02:03:48,-25
04/08/22 02:04:48,-25
04/08/22 02:05:48,0
04/08/22 02:06:48,-5
04/08/22 02:07:48,27
04/08/22 02:08:48,-8
04/08/22 02:09:48,4
04/08/22 02:10:48,0
04/08/22 02:11:48,2
04/08/22 02:12:48,3
04/08/22 02:13:48,0
04/08/22 02:14:48,4
04/08/22 02:15:48,2
04/08/22 02:16:48,0
04/08/22 02:17:48,0
04/08/22 02:18:48,0
04/08/22 02:19:48,0
04/08/22 02:20:48,20
04/08/22 02:21:48,-8
04/08/22 02:22:48,-2
04/08/22 02:23:48,0
04/08/22 02:24:48,12
04/08/22 02:25:48,15
04/08/22 02:26:48,-1
04/08/22 02:27:48,-18
04/08/22 02:28:48,48
04/08/22 02:29:48,9
04/08/22 02:30:48,10
04/08/22 02:31:48,-4
04/08/22 02:32:48,8
04/08/22 02:33:48,17
04/08/22 02:34:48,10
04/08/22 02:35:48,8
04/08/22 02:36:48,4
04/08/22 02:37:48,-21
04/08/22 02:38:48,5
04/08/22 02:39:48,-3
04/08/22 02:40:48,-26
04/08/22 02:41:48,7
04/08/22 02:42:48,7
04/08/22 02:43:48,-3
04/08/22 02:44:48,-29
04/08/22 02:45:48,0
04/08/22 02:46:48,52
04/08/22 02:47:48,-36
04/08/22 02:48:48,10
04/08/22 02:49:48,-7
04/08/22 02:50:48,-3
04/08/22 02:51:48,29
04/08/22 02:52:48,17
04/08/22 02:53:48,14
04/08/22 02:54:48,0
04/08/22 02:55:48,-9
04/08/22 02:56:48,-7
04/08/22 02:57:48,0
04/08/22 02:58:48,-21
04/08/22 02:59:48,4
04/08/22 03:00:48,0
04/08/22 03:01:48,45
04/08/22 03:02:48,-1
04/08/22 03:03:48,-24
04/08/22 03:04:48,6
04/08/22 03:05:48,-14
04/08/22 03:06:48,-3
04/08/22 03:07:48,0
04/08/22 03:08:48,20
04/08/22 03:09:48,-47
04/08/22 03:10:48,0
04/08/22 03:11:48,5
04/08/22 03:12:48,8
04/08/22 03:13:48,0
04/08/22 03:14:48,0
04/08/22 03:15:48,-41
04/08/22 03:16:48,16
04/08/22 03:17:48,-1
04/08/22 03:18:48,0
04/08/22 03:19:48,0
04/08/22 03:20:48,-20
04/08/22 03:21:48,7
04/08/22 03:22:48,-4
04/08/22 03:23:48,-1
04/08/22 03:24:48,-21
04/08/22 03:25:48,-3
04/08/22 03:26:48,-25
04/08/22 03:27:48,2
04/08/22 03:28:48,2
04/08/22 03:29:48,-4
04/08/22 03:30:48,-3
04/08/22 03:31:48,-26
04/08/22 03:32:48,0
04/08/22 03:33:48,21
04/08/22 03:34:48,0
04/08/22 03:35:48,1
04/08/22 03:36:48,0
04/08/22 03:37:48,39
04/08/22 03:38:48,-6
04/08/22 03:39:48,-4
04/08/22 03:40:48,-8
04/08/22 03:41:48,-4
04/08/22 03:42:48,-4
04/08/22 03:43:48,-21
04/08/22 03:44:48,26
04/08/22 03:45:48,0
04/08/22 03:46:48,4
04/08/22 03:47:48,5
04/08/22 03:48:48,4
04/08/22 03:49:48,0
04/08/22 03:50:48,0
04/08/22 03:51:48,17
04/08/22 03:52:48,0
04/08/22 03:53:48,21
04/08/22 03:54:48,-12
04/08/22 03:55:48,0
04/08/22 03:56:48,0
04/08/22 03:57:48,-4
04/08/22 03:58:48,0
04/08/22 03:59:48,0
04/08/22 04:00:48,0
04/08/22 04:01:48,31
04/08/22 04:02:48,-20
04/08/22 04:03:48,-1
04/08/22 04:04:48,0
04/08/22 04:05:48,2
04/08/22 04:06:48,2
04/08/22 04:07:48,0
04/08/22 04:08:48,21
04/08/22 04:09:48,-1
04/08/22 04:10:48,6
04/08/22 04:11:48,23
04/08/22 04:12:48,19
04/08/22 04:13:48,-5
04/08/22 04:14:48,-17
04/08/22 04:15:48,6
04/08/22 04:16:48,-4
04/08/22 04:17:48,-6
04/08/22 04:18:48,0
04/08/22 04:19:48,-13
04/08/22 04:20:48,5
04/08/22 04:21:48,0
04/08/22 04:22:48,-14
04/08/22 04:23:48,-10
04/08/22 04:24:48,6
04/08/22 04:25:48,41
04/08/22 04:26:48,4
04/08/22 04:27:48,20
04/08/22 04:28:48,9
04/08/22 04:29:48,-43
04/08/22 04:30:48,-4
04/08/22 04:31:48,6
04/08/22 04:32:48,1
04/08/22 04:33:48,4
04/08/22 04:34:48,23
04/08/22 04:35:48,2
04/08/22 04:36:48,-23
04/08/22 04:37:48,0
04/08/22 04:38:48,0
04/08/22 04:39:48,0
04/08/22 04:40:48,5
04/08/22 04:41:48,-40
04/08/22 04:42:48,30
04/08/22 04:43:48,24
04/08/22 04:44:48,0
04/08/22 04:45:48,5
04/08/22 04:46:48,-8
04/08/22 04:47:48,-14
04/08/22 04:48:48,-39
04/08/22 04:49:48,0
04/08/22 04:50:48,-13
04/08/22 04:51:48,11
04/08/22 04:52:48,-27
04/08/22 04:53:48,-4
04/08/22 04:54:48,-4
04/08/22 04:55:48,-18
04/08/22 04:56:48,0
04/08/22 04:57:48,-25
04/08/22 04:58:48,0
04/08/22 04:59:48,-7
04/08/22 05:00:48,-47
04/08/22 05:01:48,0
04/08/22 05:02:48,-4
04/08/22 05:03:48,-17
04/08/22 05:04:48,9
04/08/22 05:05:48,7
04/08/22 05:06:48,13
04/08/22 05:07:48,20
04/08/22 05:08:48,23
04/08/22 05:09:48,-25
04/08/22 05:10:48,-3
04/08/22 05:11:48,-1
04/08/22 05:12:48,-19
04/08/22 05:13:48,9
04/08/22 05:14:48,3
04/08/22 05:15:48,2
04/08/22 05:16:48,-5
04/08/22 05:17:48,-2
04/08/22 05:18:48,27
04/08/22 05:19:48,-1
04/08/22 05:20:48,4
04/08/22 05:21:48,-8
04/08/22 05:22:48,-4
04/08/22 05:23:48,-1
04/08/22 05:24:48,25
04/08/22 05:25:48,0
04/08/22 05:26:48,0
04/08/22 05:27:48,0
04/08/22 05:28:48,0
04/08/22 05:29:48,-8
04/08/22 05:30:48,1
04/08/22 05:31:48,0
04/08/22 05:32:48,-3
04/08/22 05:33:48,0
04/08/22 05:34:48,-26
04/08/22 05:35:48,-5
04/08/22 05:36:48,0
04/08/22 05:37:48,-2
04/08/22 05:38:48,-7
04/08/22 05:39:48,-7
04/08/22 05:40:48,-4
04/08/22 05:41:48,-9
04/08/22 05:42:48,-3
04/08/22 05:43:48,-19
04/08/22 05:44:48,0
04/08/22 05:45:48,-16
04/08/22 05:46:48,0
04/08/22 05:47:48,0
04/08/22 05:48:48,4
04/08/22 05:49:48,4
04/08/22 05:50:48,28
04/08/22 05:51:48,-4
04/08/22 05:52:48,8
04/08/22 05:53:48,-8
04/08/22 05:54:48,0
04/08/22 05:55:48,0
04/08/22 05:56:48,4
04/08/22 05:57:48,-57
04/08/22 05:58:48,0
04/08/22 05:59:48,3
04/08/22 06:00:48,-2
04/08/22 06:01:48,-3
04/08/22 06:02:48,0
04/08/22 06:03:48,2
04/08/22 06:04:48,0
04/08/22 06:05:48,-2
04/08/22 06:06:48,0
04/08/22 06:07:48,5
04/08/22 06:08:48,-14
04/08/22 06:09:48,-2
04/08/22 06:10:48,31
04/08/22 06:11:48,23
04/08/22 06:12:48,-17
04/08/22 06:13:48,7
04/08/22 06:14:48,-14
04/08/22 06:15:48,22
04/08/22 06:16:48,0
04/08/22 06:17:48,0
04/08/22 06:18:48,-32
04/08/22 06:19:48,0
04/08/22 06:20:48,-13
04/08/22 06:21:48,-9
04/08/22 06:22:48,-4
04/08/22 06:23:48,52
04/08/22 06:24:48,-21
04/08/22 06:25:48,0
04/08/22 06:26:48,1
04/08/22 06:27:48,-34
04/08/22 06:28:48,-13
04/08/22 06:29:48,0
04/08/22 06:30:48,-15
04/08/22 06:31:48,-1
04/08/22 06:32:48,-14
04/08/22 06:33:48,16
04/08/22 06:34:57,-5
