timestamp,Infrared to Red Signal Ratio
01/24/22 00:00:50,30
01/24/22 00:01:50,-29
01/24/22 00:02:50,-8
01/24/22 00:03:50,0
01/24/22 00:04:50,-1
01/24/22 00:05:50,21
01/24/22 00:06:50,0
01/24/22 00:07:50,-24
01/24/22 00:08:50,2
01/24/22 00:09:50,-4
01/24/22 00:10:50,-20
01/24/22 00:11:50,-2
01/24/22 00:12:50,-2
01/24/22 00:13:50,-10
01/24/22 00:14:50,44
01/24/22 00:15:50,0
01/24/22 00:16:50,-1
01/24/22 00:17:50,1
01/24/22 00:18:50,0
01/24/22 00:19:50,-3
01/24/22 00:20:50,-12
01/24/22 00:21:50,8
01/24/22 00:22:50,-1
01/24/22 00:23:50,30
01/24/22 00:24:50,-14
01/24/22 00:25:50,70
01/24/22 00:26:50,-8
01/24/22 00:27:50,-4
01/24/22 00:28:50,9
01/24/22 00:29:50,24
01/24/22 00:30:50,21
01/24/22 00:31:50,17
01/24/22 00:32:50,-1
01/24/22 00:33:50,4
01/24/22 00:34:50,-6
01/24/22 00:35:50,23
01/24/22 00:36:50,-23
01/24/22 00:37:50,2
01/24/22 00:38:50,-30
01/24/22 00:39:50,-7
01/24/22 00:40:50,4
01/24/22 00:41:50,-3
01/24/22 00:42:50,-57
01/24/22 00:43:50,-8
01/24/22 00:44:50,11
01/24/22 00:45:50,-24
01/24/22 00:46:50,0
01/24/22 00:47:50,-8
01/24/22 00:48:50,4
01/24/22 00:49:50,0
01/24/22 00:50:50,-14
01/24/22 00:51:50,35
01/24/22 00:52:50,0
01/24/22 00:53:50,-31
01/24/22 00:54:50,0
01/24/22 00:55:50,12
01/24/22 00:56:50,-22
01/24/22 00:57:50,-5
01/24/22 00:58:50,0
01/24/22 00:59:50,0
01/24/22 01:00:50,-2
01/24/22 01:01:50,-17
01/24/22 01:02:50,0
01/24/22 01:03:50,0
01/24/22 01:04:50,-17
01/24/22 01:05:50,-47
01/24/22 01:06:50,0
01/24/22 01:07:50,0
01/24/22 01:08:50,0
01/24/22 01:09:50,-14
01/24/22 01:10:50,0
01/24/22 01:11:50,0
01/24/22 01:12:50,-25
01/24/22 01:13:50,10
01/24/22 01:14:50,0
01/24/22 01:16:11,52
01/24/22 01:17:11,19
01/24/22 01:18:11,0
01/24/22 01:19:11,0
01/24/22 01:20:11,0
01/24/22 01:21:11,-2
01/24/22 01:22:11,-2
01/24/22 01:23:11,4
01/24/22 01:24:11,12
01/24/22 01:25:11,5
01/24/22 01:26:11,1
01/24/22 01:27:11,0
01/24/22 01:28:11,-7
01/24/22 01:29:11,-8
01/24/22 01:30:11,-4
01/24/22 01:31:11,-22
01/24/22 01:32:11,46
01/24/22 01:33:11,0
01/24/22 01:34:11,0
01/24/22 01:35:11,6
01/24/22 01:36:11,0
01/24/22 01:37:11,1
01/24/22 01:38:11,0
01/24/22 01:39:11,4
01/24/22 01:40:11,-6
01/24/22 01:41:11,-12
01/24/22 01:42:11,-4
01/24/22 01:43:11,-6
01/24/22 01:44:11,23
01/24/22 01:45:11,3
01/24/22 01:46:11,-16
01/24/22 01:47:11,-5
01/24/22 01:48:11,0
01/24/22 01:49:11,-8
01/24/22 01:50:11,9
01/24/22 01:51:11,-9
01/24/22 01:52:11,-25
01/24/22 01:53:11,60
01/24/22 01:54:11,-1
01/24/22 01:55:11,0
01/24/22 01:56:11,-10
01/24/22 01:57:11,0
01/24/22 01:58:11,0
01/24/22 01:59:11,0
01/24/22 02:00:11,-11
01/24/22 02:01:11,-44
01/24/22 02:02:11,24
01/24/22 02:03:11,-23
01/24/22 02:04:11,22
01/24/22 02:05:11,-21
01/24/22 02:06:11,8
01/24/22 02:07:11,4
01/24/22 02:08:11,0
01/24/22 02:09:11,-7
01/24/22 02:10:11,12
01/24/22 02:11:11,0
01/24/22 02:12:11,-4
01/24/22 02:13:11,12
01/24/22 02:14:11,-28
01/24/22 02:15:11,-16
01/24/22 02:16:11,-22
01/24/22 02:17:11,1
01/24/22 02:18:11,-5
01/24/22 02:19:11,-20
01/24/22 02:20:11,-7
01/24/22 02:21:11,-65
01/24/22 02:22:11,1
01/24/22 02:23:11,-2
01/24/22 02:24:11,-2
01/24/22 02:25:11,-62
01/24/22 02:26:11,-5
01/24/22 02:27:11,12
01/24/22 02:28:11,-13
01/24/22 02:29:11,8
01/24/22 02:30:11,3
01/24/22 02:31:11,3
01/24/22 02:32:11,-4
01/24/22 02:33:11,-1
01/24/22 02:34:11,-70
01/24/22 02:35:11,0
01/24/22 02:36:11,0
01/24/22 02:37:11,28
01/24/22 02:38:11,-42
01/24/22 02:39:11,-2
01/24/22 02:40:11,0
01/24/22 02:41:11,-21
01/24/22 02:42:11,-9
01/24/22 02:43:11,-21
01/24/22 02:44:11,12
01/24/22 02:45:11,0
01/24/22 02:46:11,-3
01/24/22 02:47:11,26
01/24/22 02:48:11,1
01/24/22 02:49:11,-12
01/24/22 02:50:11,0
01/24/22 02:51:11,-13
01/24/22 02:52:11,-18
01/24/22 02:53:11,27
01/24/22 02:54:11,7
01/24/22 02:55:11,-13
01/24/22 02:56:11,7
01/24/22 02:57:11,7
01/24/22 02:58:11,1
01/24/22 02:59:11,10
01/24/22 03:00:11,-1
01/24/22 03:01:11,20
01/24/22 03:02:11,-1
01/24/22 03:03:11,-2
01/24/22 03:04:11,20
01/24/22 03:05:11,2
01/24/22 03:06:14,0
01/24/22 03:07:14,0
01/24/22 03:08:14,-15
01/24/22 03:09:14,-2
01/24/22 03:10:14,-3
01/24/22 03:11:14,-1
01/24/22 03:12:14,-4
01/24/22 03:13:56,-8
01/24/22 03:14:56,0
01/24/22 03:15:56,0
01/24/22 03:16:56,0
01/24/22 03:17:56,0
01/24/22 03:18:56,0
01/24/22 03:19:56,0
01/24/22 03:20:56,12
01/24/22 03:21:56,71
01/24/22 03:22:56,0
01/24/22 03:23:56,-4
01/24/22 03:24:56,-10
01/24/22 03:25:56,6
01/24/22 03:26:56,0
01/24/22 03:27:56,-4
01/24/22 03:29:28,13
01/24/22 03:30:28,0
01/24/22 03:31:28,0
01/24/22 03:32:28,0
01/24/22 03:33:28,0
01/24/22 03:34:28,21
01/24/22 03:35:28,8
01/24/22 03:36:28,0
01/24/22 03:37:28,0
01/24/22 03:38:28,12
01/24/22 03:39:28,-56
01/24/22 03:40:28,-4
