wire_id,device_type,serial_number,enabled,fw_version
618965D21B39,Charge 5,,false,APP57.20001.149.11 BSL57.0.0 PERIPH|BT_RADIO|2.1538.269|0 PERIPH|BT_NFC|57.3.6|0 PERIPH|TOUCH|9.0.6|2 PERIPH|GPS|57.0.4|1 ASSETS|1|3901
